Geographic Area,City,percent_completed_hs
SD,Long Lake town,94.1
SD,Loomis CDP,100
SD,Lower Brule CDP,75.4
SD,Lowry town,42.9
SD,McIntosh city,85.6
SD,McLaughlin city,80.3
SD,Madison city,92.5
SD,Manderson-White Horse Creek CDP,48.3
SD,Mansfield CDP,85.5
SD,Marion city,88.8
SD,Martin city,86.8
SD,Marty CDP,87.1
SD,Marvin town,72.7
SD,Meadow View Addition CDP,90.9
SD,Mellette city,97.7
SD,Menno city,74.7
SD,Midland town,90.5
SD,Milbank city,91.8
SD,Miller city,85.7
SD,Milltown CDP,100
SD,Mission city,82.3
SD,Mission Hill town,91.5
SD,Mitchell city,90.1
SD,Mobridge city,88.3
SD,Monroe town,84.5
SD,Montrose city,90.6
SD,Morningside CDP,61
SD,Morristown town,85.4
SD,Mound City town,84.5
SD,Mount Vernon city,92.2
SD,Murdo city,90.7
SD,Naples town,80
SD,New Effington town,87.5
SD,Newell city,88.9
SD,New Holland CDP,50
SD,New Underwood city,94.2
SD,New Witten town,90.4
SD,Nisland town,89.5
SD,Norris CDP,81.4
SD,North Eagle Butte CDP,82.5
SD,North Sioux City city,86.7
SD,North Spearfish CDP,95.8
SD,Northville town,100
SD,Nunda town,81.6
SD,Oacoma town,88.5
SD,Oelrichs town,83.9
SD,Oglala CDP,81.8
SD,Okaton CDP,100
SD,Okreek CDP,90.1
SD,Ola CDP,-
SD,Oldham city,94.5
SD,Olivet town,90.2
SD,Onaka town,100
SD,Onida city,94.9
SD,Orient town,93.9
SD,Ortley town,90
SD,Parker city,92.7
SD,Parkston city,84.8
SD,Parmelee CDP,68.8
SD,Peever town,92.7
SD,Philip city,88.3
SD,Pickstown town,91.7
SD,Piedmont city,95.2
SD,Pierpont town,93.7
SD,Pierre city,89.2
SD,Pine Lakes Addition CDP,92.9
SD,Pine Ridge CDP,77.6
SD,Plankinton city,81.3
SD,Platte city,89.5
SD,Pollock town,82.1
SD,Porcupine CDP,74.4
SD,Prairie City CDP,100
SD,Presho city,95.2
SD,Pringle town,92.8
SD,Pukwana town,91
SD,Quinn town,96.8
SD,Ramona town,90.4
SD,Rapid City city,91.7
SD,Rapid Valley CDP,96.2
SD,Ravinia town,80.7
SD,Raymond town,67.3
SD,Redfield city,92.5
SD,Ree Heights town,93
SD,Reliance town,92.4
SD,Renner Corner CDP,86
SD,Revillo town,87
SD,Richland CDP,65.5
SD,Rockham town,100
SD,Roscoe city,76.4
SD,Rosebud CDP,75
SD,Rosholt town,89.7
SD,Roslyn town,85.5
SD,Roswell CDP,100
SD,Running Water CDP,54.8
SD,St. Charles CDP,100
SD,St. Francis town,81.1
SD,St. Lawrence town,93.4
SD,St. Onge CDP,100
SD,Salem city,91.3
SD,Scotland city,80.7
SD,Selby city,84.2
SD,Seneca town,100
SD,Sherman town,98
SD,Shindler CDP,97.9
SD,Sinai town,83.8
SD,Sioux Falls city,90.9
SD,Sisseton city,81.2
SD,Soldier Creek CDP,41.4
SD,South Shore town,88.6
SD,Spearfish city,94.4
SD,Spencer city,81.3
SD,Spring Creek CDP,61.2
SD,Springfield city,85.8
SD,Stickney town,91.8
SD,Stockholm town,93.3
SD,Storla CDP,100
SD,Strandburg town,94.8
SD,Stratford town,89.1
SD,Sturgis city,90.1
SD,Summerset city,96
SD,Summit town,76.8
SD,Tabor town,92.9
SD,Tea city,96.2
SD,Timber Lake city,82.3
SD,Tolstoy town,83.3
SD,Toronto town,94.9
SD,Trent town,95.9
SD,Tripp city,78.3
SD,Tulare town,96.8
SD,Turton town,86.7
SD,Twin Brooks town,94.6
SD,Two Strike CDP,69
SD,Tyndall city,86.4
SD,Utica town,90.6
SD,Vale CDP,90.7
SD,Valley Springs city,93.3
SD,Veblen city,81.3
SD,Verdon town,100
SD,Vermillion city,96
SD,Viborg city,85.6
SD,Vienna town,88.5
SD,Vilas town,83.3
SD,Virgil town,57.1
SD,Vivian CDP,100
SD,Volga city,95.5
SD,Volin town,90
SD,Wagner city,86.2
SD,Wakonda town,85.1
SD,Wall town,97.8
SD,Wallace town,100
SD,Wanblee CDP,91.2
SD,Ward town,100
SD,Warner town,95.2
SD,Wasta town,92.3
SD,Watertown city,91.6
SD,Waubay city,87.7
SD,Waverly CDP,100
SD,Webster city,87.7
SD,Wentworth village,94.7
SD,Wessington city,85.9
SD,Wessington Springs city,86.8
SD,Westport town,89
SD,Wetonka town,100
SD,White city,92.7
SD,Whitehorse CDP,76.3
SD,White Horse CDP,72.9
SD,White Lake city,88.4
SD,White River city,85.9
SD,White Rock town,50
SD,Whitewood city,92.6
SD,Willow Lake city,85.7
SD,Wilmot city,79.6
SD,Winfred CDP,65.3
SD,Winner city,83.7
SD,Wolsey town,90.4
SD,Wood town,100
SD,Woonsocket city,91.2
SD,Worthing city,91.2
SD,Wounded Knee CDP,48.8
SD,Yale town,81.5
SD,Yankton city,91
TN,Adams city,86.4
TN,Adamsville town,70.2
TN,Alamo town,76.1
TN,Alcoa city,87.2
TN,Alexandria town,86.6
TN,Algood city,82
TN,Allardt city,81
TN,Altamont town,62.7
TN,Andersonville CDP,76.1
TN,Apison CDP,94.4
TN,Ardmore city,82
TN,Arlington town,94.1
TN,Ashland City town,85.8
TN,Athens city,84.6
TN,Atoka town,92.1
TN,Atwood town,77
TN,Auburntown town,85.5
TN,Baileyton town,82.7
TN,Baneberry city,91.5
TN,Banner Hill CDP,65.9
TN,Bartlett city,94.2
TN,Baxter town,76.9
TN,Bean Station city,77.8
TN,Beersheba Springs town,45.8
TN,Bell Buckle town,91.3
TN,Belle Meade city,98.9
TN,Bells city,75.5
TN,Benton town,75.4
TN,Berry Hill city,91.9
TN,Bethel Springs town,77.5
TN,Bethpage CDP,91.2
TN,Big Sandy town,75
TN,Blaine city,80.6
TN,Bloomingdale CDP,82.3
TN,Blountville CDP,78.1
TN,Bluff City city,85.8
TN,Bolivar city,78.1
TN,Bon Aqua Junction CDP,71.8
TN,Bowman CDP,69.7
TN,Braden town,78.4
TN,Bradford town,85.5
TN,Bransford CDP,74.3
TN,Brentwood city,98.3
TN,Brighton town,84.3
TN,Bristol city,83.5
TN,Brownsville city,79.5
TN,Bruceton town,77.1
TN,Bulls Gap town,80.6
TN,Burlison town,83.8
TN,Burns town,83.5
TN,Byrdstown town,76.2
TN,Calhoun town,85.4
TN,Camden city,78.6
TN,Carthage town,74
TN,Caryville town,78.2
TN,Castalian Springs CDP,86.7
TN,Cedar Hill city,72.4
TN,Celina city,74.5
TN,Centertown town,91.6
TN,Centerville town,77.3
TN,Central CDP,71.6
TN,Chapel Hill town,86.9
TN,Charleston city,78.8
TN,Charlotte town,65
TN,Chattanooga city,85.2
TN,Chesterfield CDP,83.9
TN,Christiana CDP,90
TN,Church Hill city,87
TN,Clarkrange CDP,85.4
TN,Clarksburg town,78.6
TN,Clarksville city,92.2
TN,Cleveland city,82.5
TN,Clifton city,69.5
TN,Clinton city,87.3
TN,Coalfield CDP,89.9
TN,Coalmont city,68.3
TN,Collegedale city,92.5
TN,Collierville town,96.5
TN,Collinwood city,75.3
TN,Colonial Heights CDP,93.1
TN,Columbia city,85.1
TN,Cookeville city,86.2
TN,Coopertown town,92.1
TN,Copperhill city,79.1
TN,Cornersville town,85.8
TN,Cottage Grove town,88.6
TN,Cottontown CDP,92.1
TN,Covington city,78.8
TN,Cowan city,71
TN,Crab Orchard city,66.6
TN,Cross Plains city,85.5
TN,Crossville city,79.1
TN,Crump city,75.9
TN,Cumberland City town,84.9
TN,Cumberland Gap town,85.4
TN,Dandridge town,81.8
TN,Darden CDP,72.5
TN,Dayton city,72.8
TN,Decatur town,84.3
TN,Decaturville town,73.3
TN,Decherd city,75.6
TN,Dickson city,84
TN,Dodson Branch CDP,81.8
TN,Dover city,84.4
TN,Dowelltown town,85.1
TN,Doyle town,80.9
TN,Dresden town,79.7
TN,Ducktown city,66.4
TN,Dunlap city,75.2
TN,Dyer city,83
TN,Dyersburg city,83
TN,Eagleton Village CDP,81.5
TN,Eagleville city,88.6
TN,East Cleveland CDP,72.3
TN,East Ridge city,85.3
TN,Eastview town,85.7
TN,Elgin CDP,86.6
TN,Elizabethton city,81.9
TN,Elkton city,82.5
TN,Englewood town,77.6
TN,Enville town,78.6
TN,Erin city,70.3
TN,Erwin town,79.7
TN,Estill Springs town,85.9
TN,Ethridge town,83.8
TN,Etowah city,83.3
TN,Eva CDP,69.5
TN,Fairfield CDP,34.5
TN,Fairfield Glade CDP,95.6
TN,Fairgarden CDP,100
TN,Fairmount CDP,98.3
TN,Fairview city,87
TN,Fall Branch CDP,90.5
TN,Falling Water CDP,88.9
TN,Farragut town,97.4
TN,Fayetteville city,79.9
TN,Fincastle CDP,77.8
TN,Finger city,73
TN,Flat Top Mountain CDP,97.1
TN,Flintville CDP,78.2
TN,Forest Hills city,99.3
TN,Franklin city,94.5
TN,Friendship city,72.9
TN,Friendsville city,86.4
TN,Gadsden town,82
TN,Gainesboro town,67.8
TN,Gallatin city,85.1
TN,Gallaway city,71.2
TN,Garland town,90.9
TN,Gates town,80.6
TN,Gatlinburg city,83.4
TN,Germantown city,97.6
TN,Gibson town,82.4
TN,Gilt Edge city,81.1
TN,Gleason town,76.7
TN,Goodlettsville city,88.9
TN,Gordonsville town,85.7
TN,Graball CDP,95.4
TN,Grand Junction city,80
TN,Gray CDP,90.8
TN,Graysville town,68.3
TN,Greenback city,82.2
TN,Greenbrier town,88.1
TN,Greeneville town,81.3
TN,Greenfield city,80.8
TN,Green Hill CDP,95.6
TN,Grimsley CDP,74.7
TN,Gruetli-Laager city,75.2
TN,Guys town,80.6
TN,Halls town,78.6
TN,Harriman city,79.3
TN,Harrison CDP,89.5
TN,Harrogate city,87.3
TN,Hartsville/Trousdale County,78.7
TN,Helenwood CDP,93.1
TN,Henderson city,76.8
TN,Hendersonville city,93.8
TN,Henning town,57.5
TN,Henry town,66
TN,Hickory Valley town,68.4
TN,Hillsboro CDP,92.1
TN,Hohenwald city,80.9
TN,Hollow Rock town,79.4
TN,Hopewell CDP,93
TN,Hornbeak town,81.8
TN,Hornsby town,81.2
TN,Humboldt city,81.1
TN,Hunter CDP,88.9
TN,Huntingdon town,72.5
TN,Huntland town,77.2
TN,Huntsville town,69.6
TN,Iron City CDP,83.3
TN,Jacksboro town,79.4
TN,Jackson city,87.5
TN,Jamestown city,66.5
TN,Jasper town,82.5
TN,Jefferson City city,82.6
TN,Jellico city,67.4
TN,Johnson City city,89.3
TN,Jonesborough town,85.1
TN,Kenton town,82.7
TN,Kimball town,82.1
TN,Kingsport city,87.6
TN,Kingston city,88.3
TN,Kingston Springs town,91.9
TN,Knoxville city,87.8
TN,Lafayette city,68
TN,La Follette city,70.1
TN,La Grange town,84.3
TN,Lake City city,67
TN,Lakeland city,94.9
TN,Lakesite city,89.6
TN,Lake Tansi CDP,87.2
TN,Lakewood Park CDP,68.4
TN,La Vergne city,86.3
TN,Lawrenceburg city,76.1
TN,Lebanon city,81.9
TN,Lenoir City city,73
TN,Lewisburg city,75.9
TN,Lexington city,81.2
TN,Liberty town,77.5
TN,Linden town,73.9
TN,Livingston town,74.1
TN,Lobelville city,77.3
TN,Lone Oak CDP,74.8
TN,Lookout Mountain town,99.6
TN,Loretto city,84.4
TN,Loudon town,71.2
TN,Louisville city,88.4
TN,Luttrell town,67.5
TN,Lyles CDP,82.6
TN,"Lynchburg, Moore County metropolitan government",87.2
TN,Lynnville town,77.5
TN,McEwen city,81.2
TN,McKenzie city,77.6
TN,McLemoresville town,85.3
TN,McMinnville city,75.6
TN,Madisonville city,78.8
TN,Manchester city,82.5
TN,Martin city,90.2
TN,Maryville city,89.7
TN,Mascot CDP,83.6
TN,Mason town,70.3
TN,Maury City town,74
TN,Maynardville city,73.4
TN,Medina city,92.7
TN,Medon city,77.5
TN,Memphis city,83.7
TN,Michie town,72.4
TN,Middleton city,90.7
TN,Middle Valley CDP,88.6
TN,Midtown CDP,78.5
TN,Milan city,86.3
TN,Milledgeville town,71.7
TN,Millersville city,88.5
TN,Millington city,88.6
TN,Minor Hill city,81.1
TN,Mitchellville city,70.9
TN,Monteagle town,83.9
TN,Monterey town,73.6
TN,Mooresburg CDP,80.8
TN,Morrison town,68.4
TN,Morristown city,77
TN,Moscow city,76.2
TN,Mosheim town,76.9
TN,Mountain City town,78.5
TN,Mount Carmel town,85
TN,Mount Juliet city,93.8
TN,Mount Pleasant city,81.2
TN,Mowbray Mountain CDP,78
TN,Munford city,93
TN,Murfreesboro city,91.8
TN,Nashville-Davidson metropolitan government,87.3
TN,Nashville-Davidson metropolitan government (balance),87.1
TN,Newbern town,82.1
TN,New Deal CDP,76.8
TN,New Hope city,80
TN,New Johnsonville city,88.4
TN,New Market town,80.3
TN,Newport city,78.4
TN,New Tazewell town,71.1
TN,New Union CDP,92.3
TN,Niota city,79.7
TN,Nolensville town,97
TN,Normandy town,73.8
TN,Norris city,93.3
TN,Oakdale town,81.5
TN,Oak Grove CDP (Sumner County),89.1
TN,Oak Grove CDP (Washington County),89.8
TN,Oak Hill city,98.3
TN,Oakland town,94.3
TN,Oak Ridge city,91.9
TN,Obion town,80.7
TN,Oliver Springs town,85.3
TN,Olivet CDP,84.1
TN,Oneida town,84.3
TN,Ooltewah CDP,90.8
TN,Orlinda city,84.9
TN,Orme town,73.5
TN,Palmer town,69.4
TN,Paris city,80.6
TN,Park City CDP,86.7
TN,Parker's Crossroads city,73.6
TN,Parrottsville town,80.5
TN,Parsons city,78.9
TN,Pegram town,87.1
TN,Pelham CDP,98.1
TN,Petersburg town,76.5
TN,Petros CDP,76.7
TN,Philadelphia city,71.1
TN,Pigeon Forge city,78.2
TN,Pikeville city,73.7
TN,Pine Crest CDP,86
TN,Piperton city,92.5
TN,Pittman Center town,82
TN,Plainview city,79.8
TN,Pleasant Hill town,77.3
TN,Pleasant View city,88.5
TN,Portland city,82.5
TN,Powells Crossroads town,86.3
TN,Pulaski city,77.8
TN,Puryear city,82.8
TN,Ramer city,84.8
TN,Red Bank city,90
TN,Red Boiling Springs city,61.9
TN,Riceville CDP,88.7
TN,Ridgely town,66.1
TN,Ridgeside city,97.6
TN,Ridgetop city,88.8
TN,Ripley city,77.5
TN,Rives town,82.4
TN,Roan Mountain CDP,71.9
TN,Robbins CDP,83.3
TN,Rockford city,88.3
TN,Rockvale CDP,100
TN,Rockwood city,75.1
TN,Rogersville town,80.8
TN,Rossville town,92.1
TN,Rural Hill CDP,98.8
TN,Rutherford town,80.5
TN,Rutledge town,76.9
TN,St. Joseph city,75
TN,Sale Creek CDP,89.1
TN,Saltillo town,70.5
TN,Samburg town,48.2
TN,Sardis town,83.3
TN,Saulsbury town,75.5
TN,Savannah city,78.1
TN,Scotts Hill town,87
TN,Selmer town,81.5
TN,Sevierville city,82.9
TN,Sewanee CDP,97.9
TN,Seymour CDP,88.7
TN,Shackle Island CDP,99.1
TN,Sharon town,84.2
TN,Shelbyville city,73.3
TN,Signal Mountain town,96
TN,Silerton town,87.5
TN,Slayden town,61.7
TN,Smithville city,75.8
TN,Smyrna town,88.7
TN,Sneedville town,71.6
TN,Soddy-Daisy city,84.2
TN,Somerville town,79.8
TN,South Carthage town,79.9
TN,South Cleveland CDP,81.3
TN,South Fulton city,83.6
TN,South Pittsburg city,82.7
TN,Sparta city,79.2
TN,Spencer town,77.6
TN,Spring City town,76.8
TN,Springfield city,79.7
TN,Spring Hill city,97.4
TN,Spurgeon CDP,91.5
TN,Stanton town,79.1
TN,Stantonville town,76.3
TN,Summertown CDP,78.9
TN,Sunbright city,90.6
TN,Surgoinsville town,82.9
TN,Sweetwater city,78.5
TN,Tazewell town,74.6
TN,Telford CDP,76.4
TN,Tellico Plains town,69.1
TN,Tellico Village CDP,100
TN,Tennessee Ridge town,78.3
TN,Thompson's Station town,96.9
TN,Three Way city,93.3
TN,Tiptonville town,70.2
TN,Toone town,84.6
TN,Townsend city,94.4
TN,Tracy City town,68.5
TN,Trenton city,72.7
TN,Trezevant town,76.8
TN,Trimble town,82.2
TN,Troy town,80.9
TN,Tullahoma city,87.3
TN,Tusculum city,82.6
TN,Unicoi town,85.6
TN,Union City city,82.3
TN,Unionville CDP,72.2
TN,Vanleer town,63.6
TN,Viola town,78
TN,Vonore town,83.2
TN,Walden town,94.2
TN,Walland CDP,93.4
TN,Walnut Grove CDP (Hardin County),51.4
TN,Walnut Grove CDP (Sumner County),87.8
TN,Walnut Hill CDP,80.9
TN,Walterhill CDP,80.2
TN,Wartburg city,73.9
TN,Wartrace town,84.3
TN,Watauga city,80.2
TN,Watertown city,84.5
TN,Waverly city,91.1
TN,Waynesboro city,82.3
TN,Westmoreland town,80.6
TN,White Bluff town,83.7
TN,White House city,93.3
TN,White Pine town,72.7
TN,Whiteville town,66
TN,Whitwell city,64.9
TN,Wildwood CDP,90.9
TN,Wildwood Lake CDP,69.2
TN,Williston city,84
TN,Winchester city,82.2
TN,Winfield town,69.9
TN,Woodbury town,78.6
TN,Woodland Mills city,92.8
TN,Wrigley CDP,63.5
TN,Yorkville city,89.6
TX,Abbott city,92.4
TX,Abernathy city,74.3
TX,Abilene city,83.5
TX,Abram CDP,35
TX,Ackerly city,38.3
TX,Addison town,94
TX,Adrian city,74.3
TX,Agua Dulce CDP,49.6
TX,Agua Dulce city,78.1
TX,Aguilares CDP,59.3
TX,Airport Heights CDP,52.8
TX,Airport Road Addition CDP,100
TX,Alamo city,62.8
TX,Alamo Heights city,97.9
TX,Alba town,83.2
TX,Albany city,88
TX,Aldine CDP,46.9
TX,Aledo city,93.6
TX,Alfred CDP,0
TX,Alice city,73.7
TX,Alice Acres CDP,51.1
TX,Allen city,95.6
TX,Alma town,62.3
TX,Alpine city,86.4
TX,Alto town,83.1
TX,Alto Bonito Heights CDP,0
TX,Alton city,54.8
TX,Alvarado city,75.6
TX,Alvin city,83
TX,Alvord town,90.6
TX,Amada Acres CDP,-
TX,Amargosa CDP,53.3
TX,Amarillo city,83.4
TX,Amaya CDP,76.2
TX,Ames city,89.7
TX,Amherst city,72.9
TX,Amistad CDP,100
TX,Anacua CDP,100
TX,Anahuac city,81.9
TX,Anderson city,83
TX,Andrews city,75.3
TX,Angleton city,79.9
TX,Angus city,72.8
TX,Anna city,88
TX,Annetta town,95.5
TX,Annetta North town,93.9
TX,Annetta South town,99.5
TX,Annona town,69.5
TX,Anson city,77.9
TX,Anthony town,78.2
TX,Anton city,67.6
TX,Appleby city,93.3
TX,Aquilla city,71.9
TX,Aransas Pass city,79
TX,Archer City city,87
TX,Arcola city,63.7
TX,Argyle city,98.1
TX,Arlington city,84.7
TX,Arp city,85.2
TX,Arroyo Colorado Estates CDP,17.6
TX,Arroyo Gardens CDP,53.6
TX,Asherton city,54.6
TX,Aspermont town,73.9
TX,Atascocita CDP,92
TX,Athens city,76.9
TX,Atlanta city,85.2
TX,Aubrey city,86.9
TX,Aurora city,85.4
TX,Austin city,87.5
TX,Austwell city,82.9
TX,Avery town,84.8
TX,Avinger town,83
TX,Azle city,85.9
TX,Bacliff CDP,73.4
TX,Bailey city,74.1
TX,Bailey's Prairie village,84.7
TX,Baird city,86.2
TX,Balch Springs city,64
TX,Balcones Heights city,82.2
TX,Ballinger city,78.7
TX,Balmorhea city,70.2
TX,B and E CDP,26
TX,Bandera city,85
TX,Bangs city,79.3
TX,Banquete CDP,71.1
TX,Bardwell city,52.4
TX,Barrera CDP,-
TX,Barrett CDP,82.2
TX,Barry city,87.5
TX,Barstow city,55.4
TX,Bartlett city,67.5
TX,Barton Creek CDP,98.7
TX,Bartonville town,92.4
TX,Bastrop city,83.1
TX,Batesville CDP,39.9
TX,Bay City city,76.7
TX,Bayou Vista city,94.5
TX,Bayside town,87.1
TX,Baytown city,75.5
TX,Bayview town,92.1
TX,Beach City city,89.2
TX,Bear Creek village,96.6
TX,Beasley city,78.2
TX,Beaumont city,84.9
TX,Beckville city,77.1
TX,Bedford city,94.8
TX,Bedias city,83.9
TX,Bee Cave city,98.9
TX,Beeville city,76
TX,Bellaire city,97.8
TX,Bellevue city,81
TX,Bellmead city,64.7
TX,Bells town,86.2
TX,Bellville city,87.6
TX,Belton city,81.5
TX,Benavides city,75.7
TX,Benbrook city,93.7
TX,Benjamin city,84
TX,Benjamin Perez CDP,-
TX,Berryville town,83.8
TX,Bertram city,89.1
TX,Beverly Hills city,69.9
TX,Bevil Oaks city,96.7
TX,Bigfoot CDP,75.6
TX,Big Lake city,68.6
TX,Big Sandy town,74.3
TX,Big Spring city,76.5
TX,Big Thicket Lake Estates CDP,68.3
TX,Big Wells city,54.5
TX,Bishop city,74.2
TX,Bishop Hills town,92.9
TX,Bixby CDP,60.5
TX,Blackwell city,84.4
TX,Blanco city,82.8
TX,Blanket town,85.5
TX,Blessing CDP,63.3
TX,Bloomburg town,76.1
TX,Blooming Grove town,88.8
TX,Bloomington CDP,68.7
TX,Blossom city,80.1
TX,Blue Berry Hill CDP,32.1
TX,Blue Mound city,63.6
TX,Blue Ridge city,84.5
TX,Bluetown CDP,16.1
TX,Blum town,69.3
TX,Boerne city,89.8
TX,Bogata city,64.8
TX,Boling CDP,74.9
TX,Bolivar Peninsula CDP,87.7
TX,Bonanza Hills CDP,100
TX,Bonham city,74.6
TX,Bonney village,89.2
TX,Booker town,80
TX,Borger city,81.2
TX,Botines CDP,100
TX,Bovina city,52.7
TX,Bowie city,83.1
TX,Box Canyon CDP,48
TX,Boyd town,85.8
TX,Boys Ranch CDP,100
TX,Brackettville city,58.2
TX,Brady city,73.6
TX,Brazoria city,88.5
TX,Brazos Bend city,95.1
TX,Brazos Country city,95.1
TX,Breckenridge city,76.8
TX,Bremond city,76.4
TX,Brenham city,83.2
TX,Briar CDP,87
TX,Briarcliff village,98.3
TX,Briaroaks city,95
TX,Bridge City city,89.7
TX,Bridgeport city,72.7
TX,Bristol CDP,88
TX,Broaddus town,72.5
TX,Bronte town,81.4
TX,Brookshire city,62.1
TX,Brookside Village city,86.2
TX,Browndell city,66.2
TX,Brownfield city,68.5
TX,Brownsboro city,84.9
TX,Brownsville city,64.1
TX,Brownwood city,83.9
TX,Bruceville-Eddy city,86
TX,Brundage CDP,-
TX,Bruni CDP,83.2
TX,Brushy Creek CDP,97.2
TX,Bryan city,78.4
TX,Bryson city,79.6
TX,Buchanan Dam CDP,87.2
TX,Buchanan Lake Village CDP,80.2
TX,Buckholts town,60.7
TX,Buda city,95.3
TX,Buena Vista CDP,0
TX,Buffalo city,77
TX,Buffalo Gap town,87.7
TX,Buffalo Springs village,92.7
TX,Bullard town,90.9
TX,Bulverde city,96.2
TX,Buna CDP,80.1
TX,Bunker Hill Village city,98.4
TX,Burkburnett city,89.3
TX,Burke city,76.9
TX,Burleson city,92.2
TX,Burnet city,81.2
TX,Burton city,94.1
TX,Butterfield CDP,29.2
TX,Byers city,94.3
TX,Bynum town,75
TX,Cactus city,34
TX,Caddo Mills city,91.2
TX,Caldwell city,77
TX,Callender Lake CDP,91.5
TX,Callisburg city,97.2
TX,Calvert city,78.3
TX,Camargito CDP,19.4
TX,Cameron city,75.3
TX,Cameron Park CDP,33.3
TX,Campbell city,87.6
TX,Campo Verde CDP,9.9
TX,Camp Swift CDP,75
TX,Camp Wood city,65.5
TX,Canadian city,77.7
TX,Caney City town,73.3
TX,Canton city,82.7
TX,Cantu Addition CDP,82.5
TX,Canutillo CDP,65
TX,Canyon city,90.3
TX,Canyon Creek CDP,79.9
TX,Canyon Lake CDP,92.2
TX,Cape Royale CDP,97.2
TX,Carbon town,69.5
TX,Carlsbad CDP,76.9
TX,Carl's Corner town,72
TX,Carmine city,79.2
TX,Carrizo Hill CDP,54.1
TX,Carrizo Springs city,73.3
TX,Carrollton city,85.3
TX,Carthage city,81.7
TX,Casa Blanca CDP,0
TX,Casas CDP,50
TX,Cashion Community city,89.8
TX,Castle Hills city,89.3
TX,Castroville city,83
TX,Catarina CDP,75
TX,Cedar Hill city,91.7
TX,Cedar Park city,95.5
TX,Cedar Point CDP,88.1
TX,Celeste city,87.4
TX,Celina city,95.6
TX,Center city,70.8
TX,Centerville city,79.4
TX,Central Gardens CDP,93.4
TX,C_sar Chˆvez CDP,68.9
TX,Chandler city,94
TX,Channelview CDP,68.4
TX,Channing city,94.8
TX,Chaparrito CDP,0
TX,Chapeno CDP,33.3
TX,Charlotte city,56.5
TX,Chester town,82.9
TX,Chico city,81.2
TX,Childress city,87.6
TX,Chillicothe city,64.2
TX,Chilton CDP,50.6
TX,China city,86.5
TX,China Grove town,90.9
TX,China Spring CDP,83.1
TX,Chireno city,75.7
TX,Christine town,69.4
TX,Christoval CDP,73.4
TX,Chula Vista CDP (Cameron County),48.1
TX,Chula Vista CDP (Maverick County),33.4
TX,Chula Vista CDP (Zavala County),46.9
TX,Cibolo city,95.4
TX,Cienegas Terrace CDP,43.8
TX,Cinco Ranch CDP,98.2
TX,Circle D-KC Estates CDP,80.3
TX,Cisco city,80.7
TX,Citrus City CDP,25
TX,Clarendon city,83.4
TX,Clarksville city,77
TX,Clarksville City city,86
TX,Claude city,87.6
TX,Clear Lake Shores city,98.5
TX,Cleburne city,77.5
TX,Cleveland city,71.6
TX,Clifton city,76.9
TX,Clint town,74.9
TX,Cloverleaf CDP,60
TX,Clute city,73.7
TX,Clyde city,88.8
TX,Coahoma town,88.1
TX,Cockrell Hill city,49.6
TX,Coffee City town,85.2
TX,Coldspring city,75.1
TX,Coleman city,79.9
TX,College Station city,93.6
TX,Colleyville city,98.3
TX,Collinsville town,87.8
TX,Colmesneil city,90.7
TX,Colorado Acres CDP,53.7
TX,Colorado City city,70.6
TX,Columbus city,80.7
TX,Comanche city,67.1
TX,Combes town,67
TX,Combine city,75
TX,Comfort CDP,71.3
TX,Commerce city,79
TX,Como town,75.2
TX,Concepcion CDP,53.8
TX,Conroe city,75
TX,Converse city,87.4
TX,Cool city,77.7
TX,Coolidge town,55.2
TX,Cooper city,75.7
TX,Coppell city,96.6
TX,Copperas Cove city,93.4
TX,Copper Canyon town,95.2
TX,Corinth city,96.3
TX,Corpus Christi city,81.4
TX,Corral City town,100
TX,Corrigan town,71.4
TX,Corsicana city,75.1
TX,Cottonwood city,89.6
TX,Cottonwood Shores city,82.9
TX,Cotulla city,61.1
TX,Country Acres CDP,100
TX,Coupland city,84.8
TX,Cove city,92.9
TX,Covington city,82.2
TX,Coyanosa CDP,22.5
TX,Coyote Acres CDP,76.4
TX,Coyote Flats city,84.9
TX,Crandall city,88.3
TX,Crane city,72.2
TX,Cranfills Gap city,68.8
TX,Crawford town,91.3
TX,Creedmoor city,64.7
TX,Cresson city,94.7
TX,Crockett city,77.6
TX,Crosby CDP,77.7
TX,Crosbyton city,70.4
TX,Cross Mountain CDP,98.7
TX,Cross Plains town,78.7
TX,Cross Roads town,93.7
TX,Cross Timber town,90.4
TX,Crowell city,76.4
TX,Crowley city,88.8
TX,Crystal City city,61.1
TX,Cuero city,78.3
TX,Cuevitas CDP,-
TX,Cumby city,87.3
TX,Cumings CDP,93.2
TX,Cuney town,82.1
TX,Cushing city,87.5
TX,Cut and Shoot city,71.4
TX,Daingerfield city,79.6
TX,Daisetta city,76.7
TX,Dalhart city,79
TX,Dallas city,74.5
TX,Dalworthington Gardens city,93.6
TX,Damon CDP,66.5
TX,Danbury city,87
TX,Darrouzett town,86.3
TX,Dawson town,76.2
TX,Dayton city,83.8
TX,Dayton Lakes city,73.3
TX,Dean city,89.1
TX,Decatur city,84.5
TX,DeCordova city,98.8
TX,Deer Park city,86.5
TX,De Kalb city,85.5
TX,De Leon city,70.1
TX,Dell City city,51.6
TX,Del Mar Heights CDP,90.7
TX,Delmita CDP,52.9
TX,Del Rio city,66.2
TX,Del Sol CDP,49.1
TX,Denison city,85.8
TX,Denton city,88.8
TX,Denver City town,70.2
TX,Deport city,84.4
