Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
VT,Waterbury village,95.9,0.7,0.5,1.2,1.1
VT,Websterville CDP,98.2,0.4,0.2,0,3.1
VT,Wells CDP,97.2,0.3,0,0.5,2.3
VT,Wells River village,91,0.3,1,3,2.3
VT,West Brattleboro CDP,93.8,0.9,0.3,1.4,2.3
VT,West Burke village,98.3,0.3,0,0,1.5
VT,Westminster village,99.7,0,0,0.3,1
VT,West Rutland CDP,97.6,0.5,0.4,0.5,0.7
VT,White River Junction CDP,93.9,0.8,0.7,1.9,1.9
VT,Wilder CDP,93.3,0.4,0.2,2.7,1.1
VT,Williamstown CDP,98.3,0.3,0,0.3,2.1
VT,Wilmington CDP,98.1,0.2,0.2,0.2,1.5
VT,Windsor CDP,95.5,0.5,0.5,0.5,1.8
VT,Winooski city,82.6,6.9,0.3,6.2,2.2
VT,Woodstock village,98.3,0.4,0.3,0.4,1
VT,Worcester CDP,95.5,1.8,2.7,0,0.9
VA,Abingdon town,93.8,3.1,0.2,1,2.6
VA,Accomac town,75,20.4,0,0.6,8.7
VA,Adwolf CDP,96.8,1.1,0.1,0.3,2
VA,Alberta town,59.4,37.6,1.3,0,0.3
VA,Alexandria city,60.9,21.8,0.4,6,16.1
VA,Allisonia CDP,91.5,6.8,0.9,0.9,0
VA,Altavista town,70,25.8,0.1,0.6,1.7
VA,Amelia Court House CDP,68.9,24,0.7,0.6,7.2
VA,Amherst town,70.4,24.7,0.8,0.6,2.3
VA,Annandale CDP,50.4,8.6,0.5,24.6,27.6
VA,Appalachia town,95.5,3,0.2,0.1,0.6
VA,Apple Mountain Lake CDP,90.6,1.4,1.5,1.7,7.6
VA,Appomattox town,65.8,31.2,0.5,0.2,1.4
VA,Aquia Harbour CDP,84.8,7.7,0.6,2.2,7.3
VA,Arcola CDP,46.4,5.6,0,30.9,17.2
VA,Arlington CDP,71.7,8.5,0.5,9.6,15.1
VA,Arrington CDP,64.8,32.1,0.1,0.1,3.4
VA,Ashburn CDP,70,7.9,0.3,15,9.8
VA,Ashland town,71.1,22.2,0.4,1.2,4.7
VA,Atkins CDP,98.8,0.2,0.1,0,1
VA,Atlantic CDP,64.5,32.7,0.9,0.6,1.6
VA,Augusta Springs CDP,97.3,0,0,0.8,1.9
VA,Bailey's Crossroads CDP,51.2,15.2,1,10.4,39.5
VA,Baskerville CDP,69.5,28.9,0,0,0.8
VA,Bassett CDP,69.3,20.9,0,0.3,9.1
VA,Basye CDP,94.9,1.4,0.4,0.2,2.9
VA,Bayside CDP,4.2,95,0,0,0.8
VA,Bealeton CDP,77.1,11.5,0.4,1.3,12.2
VA,Bedford city,76.4,20.2,0.2,0.7,2.2
VA,Belle Haven town,73.5,20.7,0,0,6.6
VA,Belle Haven CDP,82.8,7,0.2,3.5,11.8
VA,Bellwood CDP,57.3,26.2,0.9,2.4,18.6
VA,Belmont CDP,68.9,6.1,0.3,20.1,5
VA,Belmont Estates CDP,97.4,0.8,0,0.5,2.3
VA,Belspring CDP,98.4,0.4,0,0.4,0
VA,Belview CDP,93.6,3.8,0.1,0.3,1.7
VA,Benns Church CDP,57.6,35.1,0.2,1.5,4.4
VA,Bensley CDP,45.3,24.6,0.9,2,35.7
VA,Berryville town,84.8,8.6,0.6,1.4,4.8
VA,Bethel Manor CDP,65.7,19.1,0.8,2.2,11.4
VA,Big Island CDP,95.4,4,0.3,0,0.3
VA,Big Stone Gap town,79.2,18.1,0.2,0.3,1.7
VA,Blacksburg town,81.2,4.3,0.2,10.6,3.5
VA,Blackstone town,46.1,48.6,0.2,0.4,5.3
VA,Blairs CDP,70.6,26.2,0,0.3,2.9
VA,Bland CDP,99,0,0,0,0.5
VA,Bloxom town,76.7,12.9,0.3,0,10.9
VA,Bluefield town,89.8,6.1,0,1.9,1.2
VA,Blue Ridge CDP,95.8,2.6,0.2,0.4,0.8
VA,Blue Ridge Shores CDP,92.3,5.2,0.1,0.6,3.4
VA,Bobtown CDP,80.6,14.7,0,0,2.4
VA,Bon Air CDP,81.8,10.2,0.2,3.7,5.5
VA,Boones Mill town,94.1,3.8,0.4,0,0
VA,Boston CDP,9.7,88.9,0,0,4.8
VA,Boswell's Corner CDP,62.4,25.2,0.7,2.8,15.9
VA,Bowling Green town,74.3,22,0.1,0.6,2.3
VA,Boyce town,86.9,6.3,0.3,1.2,4.9
VA,Boydton town,65.2,33.9,0,0.2,1.2
VA,Boykins town,58.9,38.7,0.4,0.2,2.1
VA,Bracey CDP,85.2,11.6,0.4,1.3,1.7
VA,Brambleton CDP,60.6,6.8,0.2,25.9,5.9
VA,Branchville town,74.6,24.6,0,0,0
VA,Brandermill CDP,82.6,10.8,0.3,3.4,3.2
VA,Bridgewater town,92.2,2.4,0.3,0.5,4.9
VA,Brightwood CDP,91,4.9,0.1,0.2,1.6
VA,Bristol city,90.9,5.7,0.3,0.7,1.2
VA,Broadlands CDP,71.5,5.7,0.2,17,6.8
VA,Broadway town,92.8,1,0.6,0.7,6.4
VA,Brodnax town,53.4,43.3,0,0,3
VA,Brookneal town,62.1,36.3,0.2,0,1
VA,Buchanan town,93.5,3.1,0.2,0.2,0.8
VA,Buckhall CDP,77.1,8.6,0.6,7.2,10.2
VA,Buckingham Courthouse CDP,66.2,30.1,0,0,0
VA,Buena Vista city,91,5.2,1.1,0.4,1.5
VA,Bull Run CDP,46.9,20.1,0.6,7.2,36.9
VA,Bull Run Mountain Estates CDP,90.7,3.6,0.2,1.2,7.2
VA,Burke CDP,68.8,6.4,0.3,17.2,12.6
VA,Burke Centre CDP,70.2,5.9,0.3,15.3,12.8
VA,Burkeville town,66.4,29.9,0.2,1.4,2.5
VA,Callaghan CDP,90.5,8.6,0,0,0.9
VA,Calverton CDP,82,10.9,2.5,1.3,2.1
VA,Camptown CDP,40.2,57.3,0.1,0,2.6
VA,Cana CDP,96.3,0.6,0.1,0,2.7
VA,Cape Charles town,64.6,31.1,0.3,0.4,7.4
VA,Capron town,81.9,17.5,0,0,0
VA,Captains Cove CDP,90.5,6.5,0,1.1,2.3
VA,Carrollton CDP,73.8,20.3,0.7,1.8,3.2
VA,Carrsville CDP,76.6,22,0.3,0,1.9
VA,Cascades CDP,72.6,6,0.2,13.9,8.3
VA,Castlewood CDP,95.9,1.4,0.4,0.1,1.8
VA,Catlett CDP,90.5,2.7,4.7,0,3.7
VA,Cats Bridge CDP,11.8,86.9,0,0,3.9
VA,Cave Spring CDP,88.6,4.3,0.2,4.3,2.8
VA,Cedar Bluff town,99,0,0,0,0.3
VA,Central Garage CDP,86,7.9,2,0.4,2
VA,Centreville CDP,57,7.5,0.3,25.7,13.4
VA,Chamberlayne CDP,34.8,58.7,0.1,2.9,2.9
VA,Chantilly CDP,57.6,6.5,0.3,25.2,15.9
VA,Charles City CDP,44.4,54.1,0,0,0
VA,Charlotte Court House town,55.4,40,0,0.9,4.6
VA,Charlottesville city,69.1,19.4,0.3,6.4,5.1
VA,Chase City town,48.2,48.1,0.2,0.8,1.4
VA,Chase Crossing CDP,39,33.2,1.6,0,60.5
VA,Chatham town,73.4,23.2,0.1,0.2,2.8
VA,Chatmoss CDP,74.4,21.2,0.1,1.2,3.9
VA,Cheriton town,66.5,28.7,0.8,0,6.2
VA,Cherry Hill CDP,30.1,48.7,0.4,8.1,16.3
VA,Chesapeake city,62.6,29.8,0.4,2.9,4.4
VA,Chester CDP,71,19.5,0.5,2.2,8.4
VA,Chester Gap CDP,95.1,1.8,0.1,0.2,2.4
VA,Chilhowie town,91.4,1.7,0.1,0.3,7
VA,Chincoteague town,95.3,0.8,0.3,0.6,1.7
VA,Christiansburg town,89.5,6.2,0.3,1.4,2.2
VA,Churchville CDP,97.4,0,0,0.5,0.5
VA,Claremont town,74.6,22.2,0.5,0.5,1.1
VA,Clarksville town,72,25.7,0.1,0.5,1.2
VA,Claypool Hill CDP,98.2,0.1,0.3,1.3,0.8
VA,Cleveland town,96.5,2.5,0,0,0
VA,Clifton town,98.9,0,0,0.4,0.4
VA,Clifton Forge town,84.4,11.8,0.2,0.4,1.7
VA,Clinchco town,94.4,4.7,0.3,0,0.6
VA,Clinchport town,100,0,0,0,0
VA,Clintwood town,98.7,0.3,0,0.1,0.4
VA,Clover CDP,53.2,45,0.2,0.2,1.6
VA,Cloverdale CDP,93.9,3.6,0.3,0.9,2.3
VA,Cluster Springs CDP,78.5,18.7,0.4,0.9,1.1
VA,Coeburn town,95,2.9,0.1,0,1.7
VA,Collinsville CDP,77.4,13.7,0.2,0.8,8.9
VA,Colonial Beach town,78,16.7,0.5,0.9,2.5
VA,Colonial Heights city,82.3,10.2,0.4,3.3,3.9
VA,Columbia town,53,47,0,0,0
VA,Concord CDP,85.9,11.7,0.1,0.2,1.9
VA,Countryside CDP,73,6.9,0.2,10.3,14.9
VA,County Center CDP,47.7,33.3,0.1,9.6,11.7
VA,Courtland town,48.1,50,0.2,0.2,0.4
VA,Covington city,84.1,12.5,0.3,0.6,1.5
VA,Craigsville town,97.4,1.7,0.3,0,0.5
VA,Crewe town,64.7,28.9,0.9,0,6.7
VA,Crimora CDP,95.2,2.4,0.5,0.2,1.4
VA,Crosspointe CDP,78.2,5,0.2,12,4.8
VA,Crozet CDP,90.2,4.1,0.1,3.3,3.1
VA,Culpeper town,61.5,21.9,0.6,2.1,17
VA,Cumberland CDP,52.9,42.5,0.8,0.3,2.5
VA,Dahlgren CDP,61.4,30.5,1.1,1.7,4.1
VA,Dahlgren Center CDP,73,13.4,0.7,4.5,11.5
VA,Dale City CDP,45.4,28.6,0.7,7.6,26.8
VA,Daleville CDP,96.7,1.8,0.1,0.7,0.9
VA,Damascus town,97.2,1,0.5,0.5,1
VA,Dante CDP,97.5,1.7,0,0,0.2
VA,Danville city,47.7,48.3,0.2,0.9,2.9
VA,Dayton town,92.5,0.7,0,0.5,9
VA,Deep Creek CDP,94.8,3.5,0,0,0.9
VA,Deerfield CDP,90.9,0,0,0,0.8
VA,Deltaville CDP,95.9,2.1,0.7,0.4,1.2
VA,Dendron town,37.9,57.4,0.7,0.4,2.9
VA,Dillwyn town,60.9,37.4,0.2,0,0.9
VA,Dooms CDP,95.9,2,0,0.1,1.8
VA,Drakes Branch town,52.6,43.6,0.2,0,1.7
VA,Dranesville CDP,76.2,4.2,0.2,13,7.1
VA,Draper CDP,93.1,5.9,0,0,0
VA,Dryden CDP,97.7,0.5,0.1,0.7,0.3
VA,Dublin town,87.5,9.4,0,0.5,2
VA,Duffield town,97.8,0,0,1.1,0
VA,Dulles Town Center CDP,50.5,12.2,0.1,24,22.5
VA,Dumbarton CDP,47.3,32.6,0.3,6.1,18.6
VA,Dumfries town,39.5,35.1,1.5,4.3,26.8
VA,Dungannon town,98.8,0,0,0,0.9
VA,Dunn Loring CDP,72.2,3.2,0.2,19.8,6.1
VA,East Highland Park CDP,10.8,85.1,0.4,0.7,2.4
VA,East Lexington CDP,85.2,8.6,0.7,2.8,2
VA,Eastville town,57,39.7,0,0.7,5.6
VA,Ebony CDP,60.9,38.5,0,0,3.1
VA,Edinburg town,90.4,2.3,0.3,0.1,11
VA,Elkton town,94.1,3.7,0,0.5,2.1
VA,Elliston CDP,90.6,3.8,0.3,0.2,10.2
VA,Emory CDP,91.1,5.5,0.2,1.3,1.7
VA,Emporia city,32.7,62.5,0.3,0.7,4.4
VA,Enon CDP,80.4,14.3,0.2,1.4,3.8
VA,Esmont CDP,41.1,50.9,0.9,0,7.2
VA,Ettrick CDP,17.4,78.4,0.3,0.3,2.9
VA,Ewing CDP,99.8,0,0,0,0
VA,Exmore town,57.9,37.7,0.3,1.3,4.5
VA,Fairfax city,69.6,4.7,0.5,15.2,15.8
VA,Fairfax Station CDP,78.9,3.9,0.1,12.2,7.2
VA,Fair Lakes CDP,51.8,8.7,0.2,33.1,7.6
VA,Fairlawn CDP,94.6,2.8,0.2,1.3,1.1
VA,Fair Oaks CDP,57.8,8.8,0.2,25.9,9.3
VA,Fairview CDP,41.7,56.7,0,1.7,1.3
VA,Fairview Beach CDP,94.6,2.8,0.3,0.5,1
VA,Falls Church city,79.9,4.3,0.3,9.4,9
VA,Falmouth CDP,76.3,14.6,0.3,2,7.2
VA,Fancy Gap CDP,97,0,0,0,2.5
VA,Farmville town,72.3,23.8,0.4,1.2,2.3
VA,Ferrum CDP,69.5,21.7,0.6,0.6,3.4
VA,Fieldale CDP,92.3,5.5,0,0.1,1
VA,Fincastle town,89,9.3,0,0.6,1.7
VA,Fishersville CDP,90.6,5.7,0.2,1.1,2.2
VA,Flint Hill CDP,95.7,3.3,0,0,3.3
VA,Floris CDP,58.3,3.5,0.2,33.3,3.7
VA,Floyd town,94.1,3.5,0.5,0.5,6.4
VA,Forest CDP,87.8,7.2,0.1,3,2.9
VA,Fort Belvoir CDP,64.9,21.7,0.6,2.5,13.2
VA,Fort Chiswell CDP,96.3,1,0.1,1.3,1.4
VA,Fort Hunt CDP,91.6,2.3,0.2,2.8,4.4
VA,Fort Lee CDP,41.7,42,0.4,1.9,16.6
VA,Franconia CDP,58.9,18.6,0.4,14.4,12.1
VA,Franklin city,39.4,56.9,0.3,0.7,1.6
VA,Franklin Farm CDP,76.6,3.3,0.2,15.5,5.2
VA,Fredericksburg city,64.2,22.6,0.4,2.8,10.7
VA,Free Union CDP,92.2,0.5,1,0.5,2.1
VA,Fries town,96.9,1,0.2,0.2,1.2
VA,Front Royal town,85.1,8.9,0.2,1.4,4.6
VA,Gainesville CDP,64.9,11.7,0.3,15.5,10.2
VA,Galax city,85.8,6.2,0.1,0.5,14
VA,Gargatha CDP,58,33.6,0,0.5,12.6
VA,Gasburg CDP,91.9,6.2,0.2,0.6,2.1
VA,Gate City town,95,3,0.5,0.2,0.6
VA,George Mason CDP,67.1,9.4,0.4,14.9,9.7
VA,Glade Spring town,93.8,4.8,0.2,0.1,1
VA,Glasgow town,82.5,13.5,0.5,0.3,3
VA,Glen Allen CDP,63.8,25.6,0.2,6.3,3.9
VA,Glen Lyn town,100,0,0,0,2.6
VA,Glenvar CDP,95.4,3.8,0,0.1,0.2
VA,Gloucester Courthouse CDP,84.6,11.6,0.2,1.3,2.1
VA,Gloucester Point CDP,88.1,7.5,0.2,0.9,2.4
VA,Goochland CDP,84.6,9.6,0.6,2.4,2.6
VA,Gordonsville town,70.7,23.7,0,0.5,4.3
VA,Goshen town,98.1,1.4,0.3,0,1.1
VA,Gratton CDP,97.4,1.2,0,0.4,0.2
VA,Great Falls CDP,80.5,1.8,0.1,13.5,3.9
VA,Greenbackville CDP,95.3,2.1,0,0,1
VA,Greenbriar CDP,68,5.4,0.2,17.8,12.8
VA,Greenbush CDP,59.5,25,3.6,0.5,23.2
VA,Greenville CDP,82.2,15.7,1.1,0.1,1.6
VA,Gretna town,61.4,36.9,0.2,0.5,0.7
VA,Grottoes town,92.2,3.5,0.4,0.6,5
VA,Groveton CDP,50.5,22.8,0.5,8,28.2
VA,Grundy town,85.9,10,0.1,1.5,3.1
VA,Gwynn CDP,93,1.7,0.2,0.8,1.5
VA,Halifax town,62,35.8,0.4,0.6,1
VA,Hallwood town,83.5,12.6,0.5,0,4.9
VA,Hamilton town,95.1,3,0,0.4,3.2
VA,Hampden-Sydney CDP,85.4,11.7,0.3,0.8,2.8
VA,Hampton city,42.7,49.6,0.4,2.2,4.5
VA,Hanover CDP,84.5,13.5,0,1.6,0.8
VA,Harborton CDP,92.4,7.6,0,0,0.8
VA,Harrisonburg city,78.4,6.4,0.3,3.5,15.7
VA,Harriston CDP,91.1,3.5,0.3,0.4,4.6
VA,Hayfield CDP,77.5,10.8,0.3,6.3,7.5
VA,Haymarket town,73.3,8.1,0.5,10.1,9.7
VA,Haysi town,98,0.8,0.2,0.4,0.2
VA,Heathsville CDP,85.2,11.3,0,0,3.5
VA,Henry Fork CDP,67.5,18.7,1,0.1,14.3
VA,Herndon town,50.7,9.5,0.7,17.9,33.6
VA,Highland Springs CDP,29.7,66.1,0.5,0.5,2.1
VA,Hillsboro town,81.3,1.3,0,7.5,1.3
VA,Hillsville town,97.4,0.6,0.2,0.7,2.3
VA,Hiwassee CDP,97.7,0.4,0,0.4,0.4
VA,Hollins CDP,85.5,8.7,0.1,3.2,2.9
VA,Hollymead CDP,82.9,5.3,0.2,7.9,2.9
VA,Honaker town,98.8,0.2,0.3,0,0.3
VA,Hopewell city,55.4,37,0.4,0.8,6.6
VA,Horntown CDP,52.4,44.9,0.3,0.5,1.9
VA,Horse Pasture CDP,66.7,30.6,0.1,0.3,1.1
VA,Hot Springs CDP,81.4,16.3,0.1,0.4,2.8
VA,Huntington CDP,62.3,13.5,0.4,9.5,21.7
VA,Hurt town,84.6,14.2,0,0.5,0.8
VA,Hybla Valley CDP,38.7,31.8,0.5,8.9,31.1
VA,Idylwood CDP,59.4,5.6,0.4,21.4,20.1
VA,Independence town,87.1,8.1,0.5,0,4.8
VA,Independent Hill CDP,75.4,14.2,0.4,4,9.6
VA,Innsbrook CDP,62.6,11.4,0.3,22.1,3.8
VA,Iron Gate town,94.8,3.9,0,0,1
VA,Irvington town,97.7,0.7,0.2,0.5,1.9
VA,Ivanhoe CDP,97.1,0.4,1.5,0,1.5
VA,Ivor town,82.6,12.7,0.6,0.9,0.6
VA,Ivy CDP,91.4,5.1,0,2.3,2.4
VA,Jarratt town,47.5,50.2,0.8,0,2.2
VA,Jolivue CDP,91.2,4.4,0.4,2.2,2.6
VA,Jonesville town,98.5,0.3,0.2,0.2,0.4
VA,Keller town,74.7,21.9,2.2,0,1.7
VA,Kenbridge town,53.1,37.4,0.5,0.2,9.5
VA,Keokee CDP,99,0.5,0,0,0.7
VA,Keysville town,64.8,29.6,0.5,0.6,3.7
VA,Kilmarnock town,65.4,32.1,0.1,1,1.1
VA,King and Queen Court House CDP,57.6,41.2,0,0,0
VA,King George CDP,75.4,18.3,0.4,1.1,3.6
VA,Kings Park CDP,71.3,4.1,0.3,16.1,16.1
VA,Kings Park West CDP,70.7,5.1,0.2,17,10
VA,Kingstowne CDP,62.8,16.9,0.3,13,9
VA,King William CDP,63.5,23.8,1.6,1.6,0.4
VA,La Crosse town,61.3,31.8,0,0.3,20.5
VA,Lafayette CDP,96.7,1.1,0,0,3.1
VA,Lake Barcroft CDP,72.7,5.2,0.3,11.5,18.8
VA,Lake Caroline CDP,78.7,15.6,0.9,0.7,4.6
VA,Lake Holiday CDP,94.8,1.6,0.4,0.5,3.3
VA,Lake Land'Or CDP,72.3,20.7,0.5,0.9,6
VA,Lake Monticello CDP,89.3,6.4,0.2,0.9,3.2
VA,Lake of the Woods CDP,89.7,5.2,0.3,1.1,3.5
VA,Lake Ridge CDP,62.1,20.2,0.6,6.7,15.4
VA,Lakeside CDP,74.4,16.7,0.4,2.6,7.6
VA,Lake Wilderness CDP,83.9,8.9,0.3,1,6.5
VA,Lansdowne CDP,68.4,9.3,0.3,15.8,7.2
VA,Laurel CDP,54.9,30.4,0.4,6.2,11
VA,Laurel Hill CDP,40.8,19.8,0.3,30.7,8.4
VA,Laurel Park CDP,35.3,61.3,0,1,3.4
VA,Lawrenceville town,19.7,76.9,0.2,0.6,1.8
VA,Laymantown CDP,96.4,1.5,0.2,0.7,0.9
VA,Lebanon town,94.7,2.9,0.3,0.9,1.4
VA,Lee Mont CDP,76.8,8.8,0,0,12
VA,Leesburg town,71.1,9.5,0.4,7.1,17.4
VA,Lexington city,85.2,9.7,0.1,2.2,3.8
VA,Lincolnia CDP,47.6,20.8,0.5,15.3,26.3
VA,Linton Hall CDP,68,12,0.4,11,12.5
VA,Loch Lomond CDP,65.8,5.6,0.8,2.7,41.6
VA,Long Branch CDP,71,2.5,0.3,21.8,7.3
VA,Lorton CDP,39,29.9,0.3,18.2,16.7
VA,Loudoun Valley Estates CDP,29.3,4.2,0.3,61,3.3
VA,Louisa town,64.9,27.3,0.1,1.5,7.5
VA,Lovettsville town,87,6,0.3,1.7,7.3
VA,Lovingston CDP,72.5,19.6,0.6,1.3,2.7
VA,Lowes Island CDP,75,4.6,0.3,14.7,6.3
VA,Low Moor CDP,89.1,6.6,0.4,0,2.3
VA,Lunenburg CDP,72.1,23.6,0.6,0,1.2
VA,Luray town,92.1,4.8,0.2,0.5,2.6
VA,Lynchburg city,64.4,29.3,0.3,2.5,3
VA,Lyndhurst CDP,92.6,4.2,0.3,0.4,2.1
VA,McKenney town,60.9,35.6,0,0.2,1.4
VA,McLean CDP,79.3,1.8,0.1,14.9,4.9
VA,McMullin CDP,97.8,1.3,0,0.4,0.4
VA,McNair CDP,36.3,14.9,0.3,40.5,10.2
VA,Madison town,73.4,18.3,1.7,0,0.9
VA,Madison Heights CDP,73.7,21.7,0.9,0.7,1.6
VA,Makemie Park CDP,10.3,88.4,0,0,0
VA,Manassas city,61.7,13.7,0.6,5,31.4
VA,Manassas Park city,55.9,13,0.4,9,32.5
VA,Manchester CDP,54.8,31.8,0.6,2.9,13.3
VA,Mantua CDP,73.5,2.6,0.3,19.7,6.2
VA,Mappsburg CDP,80,18.3,0,0,0
VA,Mappsville CDP,28.2,34.3,0,0,50.5
VA,Marion town,89.4,7.1,0.2,0.6,2.5
VA,Marshall CDP,75.8,11.1,0.5,0.6,19.7
VA,Martinsville city,49.9,45,0.2,0.9,4
VA,Marumsco CDP,43.1,22.4,0.9,6.8,41
VA,Mason Neck CDP,89.8,4.1,0.1,3.1,5.6
VA,Massanetta Springs CDP,92.9,1.7,0.1,2.9,3.5
VA,Massanutten CDP,96.1,1.2,0,0.6,3.1
VA,Mathews CDP,86.3,8.8,0.4,0,0.7
VA,Matoaca CDP,59.6,37.3,0.1,0.4,2.6
VA,Maurertown CDP,95.8,1.8,0.1,0.5,1.6
VA,Max Meadows CDP,95.7,3.4,0,0.4,0.7
VA,Meadowbrook CDP,39.1,43.1,0.7,4.2,15.4
VA,Meadow View CDP,95.1,2.6,0,0.2,1.6
VA,Mechanicsville CDP,87,8.5,0.5,1.8,2.3
VA,Melfa town,80.9,15.2,1,0,1
VA,Merrifield CDP,49.6,6,0.5,35.3,15.1
VA,Merrimac CDP,89.4,5.2,0.4,1.3,4.8
VA,Metompkin CDP,15.8,71.3,0,0.2,20.5
VA,Middlebrook CDP,97.2,0,0,0,2.3
VA,Middleburg town,78.3,17.5,0.1,0.6,6.2
VA,Middletown town,89.6,5.8,0.2,0.5,3.7
VA,Midland CDP,87.2,9.2,0,0.9,11
VA,Mineral town,87.6,8.4,1.3,0.2,6.2
VA,Modest Town CDP,73.2,22.1,0,0,14.1
VA,Montclair CDP,67.9,18.4,0.6,5.5,9.9
VA,Monterey town,98.6,0.7,0.7,0,0.7
VA,Montrose CDP,28.3,66.7,0.4,1,2.6
VA,Montross town,79.7,19.5,0,0.3,10.2
VA,Montvale CDP,93.4,4.7,0.3,0.6,1
VA,Moorefield Station CDP,49.4,6.5,1.3,39,7.8
VA,Motley CDP,72.3,25.7,0.2,0.2,0.4
VA,Mountain Road CDP,34.6,63.6,0,0,0.6
VA,Mount Crawford town,94.5,3,0,0.5,2.3
VA,Mount Hermon CDP,88.1,8.5,0.2,1.4,1.5
VA,Mount Jackson town,84.1,1.1,0.9,0.7,20.5
VA,Mount Sidney CDP,95,2.4,0.6,0,3.5
VA,Mount Vernon CDP,71.5,12.8,0.4,6.7,13.5
VA,Narrows town,97.5,0.7,0.2,0.3,1.5
VA,Nassawadox town,55.7,41.1,0,0.2,2.8
VA,Nathalie CDP,42.1,55.2,1.1,0,2.2
VA,Neabsco CDP,38.9,38.3,0.4,10.4,14.7
VA,Nellysford CDP,95.2,2.9,0.1,0.7,0.7
VA,Nelsonia CDP,36.5,53.9,0,0.6,14.7
VA,New Baltimore CDP,90.2,4.3,0.2,1.9,5
VA,New Castle town,98,0,0.7,0,0
VA,New Church CDP,78,16.6,0.5,1,3.9
VA,New Hope CDP,97.2,1.8,0,0.1,0.3
VA,Newington CDP,58.7,15.4,0.3,14.4,14.2
VA,Newington Forest CDP,64.4,11.2,0.4,14.6,13.3
VA,New Kent CDP,84.1,10,0,0.4,2.5
VA,New Market town,88,1.5,0.4,0.4,11.7
VA,Newport News city,49,40.7,0.5,2.7,7.5
VA,New River CDP,57.8,38.1,0.8,0,1.2
VA,Newsoms town,50.2,48.6,0.3,0,1.2
VA,Nickelsville town,94.5,0.3,1,0,4.7
VA,Nokesville CDP,90.8,3.2,0.4,1.9,5.2
VA,Norfolk city,47.1,43.1,0.5,3.3,6.6
VA,North Shore CDP,97.3,1.3,0.5,0.3,1
VA,North Springfield CDP,56.4,6.3,0.6,21.3,26
VA,Norton city,88.7,6.3,0.1,1.4,1.7
VA,Nottoway Court House CDP,50,45.2,0,0,0
VA,Oak Grove CDP,29.3,12.3,0.6,45.7,15.2
VA,Oak Hall CDP,65.9,27.8,0.8,0,2.7
VA,Oak Level CDP,92.3,6.8,0.4,0.1,0.2
VA,Oakton CDP,66.3,5,0.3,19.9,11.8
VA,Occoquan town,80.9,11.6,1.1,3.3,4
VA,Onancock town,60.6,34.4,0.2,1,4.2
VA,Onley town,73.4,16.7,0.4,0.8,9.7
VA,Opal CDP,83.2,8.2,0.3,1.4,7.7
VA,Orange town,72.1,22.9,0.4,0.3,3.5
VA,Painter town,65.5,27.1,3.9,2.6,14.4
VA,Palmyra CDP,77.9,15.4,0,0,5.8
VA,Pamplin City town,84.9,13.2,0.5,0,0.9
VA,Pantops CDP,77.4,13,0.3,5.1,5
VA,Parksley town,74.7,14.3,1.3,1.4,16
VA,Parrott CDP,98.2,0.9,0,0.7,0
VA,Passapatanzy CDP,78.8,16,0.2,0.7,3.3
VA,Pastoria CDP,35.4,53,0.9,0.6,14.6
VA,Patrick Springs CDP,87.6,9,0.1,0.1,3
VA,Pearisburg town,96.3,2.3,0.1,0.4,1
VA,Pembroke town,91.3,6.2,0.2,0.2,0.9
VA,Penhook CDP,85.5,12.4,0,0.6,2.1
VA,Pennington Gap town,95.2,2.4,0.2,0.1,1.6
VA,Petersburg city,16.1,79.1,0.3,0.8,3.8
VA,Phenix town,92,6.2,0,0,0
VA,Pimmit Hills CDP,69.5,3.7,0.9,15.4,19.9
VA,Piney Mountain CDP,61.5,27.1,0.2,2.7,7.3
VA,Plum Creek CDP,94.4,1.4,0.6,0.7,2.7
VA,Pocahontas town,92.3,3.9,0.5,0,1
VA,Poquoson city,95.1,0.6,0.3,2.1,1.8
VA,Port Royal town,50.8,42.9,0.8,0,4
VA,Portsmouth city,41.6,53.3,0.4,1.1,3.1
VA,Potomac Mills CDP,49,22.6,1.5,10.3,27.1
VA,Pound town,97.1,0.6,0,0,1.1
VA,Prices Fork CDP,91.7,3.1,0.2,3.5,3
VA,Prince George CDP,70.5,22.2,0.5,1,6.2
VA,Pulaski town,89,7.8,0.3,0.6,1.9
VA,Pungoteague CDP,62.2,33.7,1.4,0,2
VA,Purcellville town,86,5.2,0.2,3.2,6.6
VA,Quantico town,60,24.6,0.2,9,9.2
VA,Quantico Base CDP,75.6,12.3,0.2,2.6,15.7
VA,Quinby CDP,90.8,7.1,0.7,0,3.2
VA,Radford city,87,7.8,0.2,1.6,2.3
VA,Raven CDP,98.3,0.3,0,0,0.3
VA,Ravensworth CDP,66.5,2.5,0.2,21.7,14.4
VA,Remington town,74.4,17.6,0.2,0.7,6.2
VA,Reston CDP,70.1,9.7,0.3,10.9,12.8
VA,Rich Creek town,95.6,1,0,1.4,1.7
VA,Richlands town,96.8,0.7,0.1,1.4,0.4
VA,Richmond city,40.8,50.6,0.3,2.3,6.3
VA,Ridgeway town,77.8,15.2,1.1,1.9,5.4
VA,Riner CDP,96.2,1.7,0.1,0,1.6
VA,Rivanna CDP,93.6,3,0.2,0.8,1.7
VA,Riverdale CDP,69,27.2,0.7,0.1,3.9
VA,Riverview CDP,98.7,0.4,0.3,0,1
