Geographic Area,City,Median Income
OH,West Hill CDP,21204
OH,West Jefferson village,51846
OH,West Lafayette village,38986
OH,Westlake city,76449
OH,West Leipsic village,53125
OH,West Liberty village,48413
OH,West Manchester village,43542
OH,West Mansfield village,50769
OH,West Millgrove village,30000
OH,West Milton village,44375
OH,Westminster CDP,48000
OH,Weston village,44286
OH,West Portsmouth CDP,33732
OH,West Rushville village,49375
OH,West Salem village,35417
OH,West Union village,23715
OH,West Unity village,36176
OH,Wetherington CDP,162132
OH,Wharton village,44375
OH,Wheelersburg CDP,53646
OH,Whitehall city,35476
OH,Whitehouse village,76023
OH,White Oak CDP,56774
OH,Whites Landing CDP,67203
OH,Wickliffe city,48476
OH,Wightmans Grove CDP,-
OH,Wilberforce CDP,104821
OH,Wilkesville village,43125
OH,Willard city,40648
OH,Williamsburg village,46094
OH,Williamsdale CDP,44375
OH,Williamsport village,49063
OH,Williston CDP,54525
OH,Willoughby city,51708
OH,Willoughby Hills city,57168
OH,Willowick city,51352
OH,Willshire village,45000
OH,Wilmington city,32242
OH,Wilmot village,38000
OH,Wilson village,46667
OH,Winchester village,26042
OH,Windham village,37569
OH,Winesburg CDP,67679
OH,Wintersville village,48698
OH,Withamsville CDP,57712
OH,Wolfhurst CDP,21250
OH,Woodlawn village,53125
OH,Woodmere village,39167
OH,Woodsfield village,30441
OH,Woodstock village,60139
OH,Woodville village,50037
OH,Wooster city,40896
OH,Worthington city,90445
OH,Wren village,42813
OH,Wright-Patterson AFB CDP,89821
OH,Wyoming city,110533
OH,Xenia city,37138
OH,Yankee Lake village,49063
OH,Yellow Springs village,60833
OH,Yorkshire village,57500
OH,Yorkville village,33850
OH,Youngstown city,24133
OH,Zaleski village,57778
OH,Zanesfield village,58571
OH,Zanesville city,26268
OH,Zoar village,45417
OK,Achille town,36389
OK,Ada city,35330
OK,Adair town,42083
OK,Addington town,48750
OK,Afton town,30000
OK,Agra town,31250
OK,Akins CDP,29770
OK,Albany CDP,48750
OK,Albion town,28125
OK,Alderson town,44063
OK,Alex town,33438
OK,Aline town,51429
OK,Allen town,38667
OK,Altus city,38083
OK,Alva city,50151
OK,Amber town,43333
OK,Ames town,42188
OK,Amorita town,13750
OK,Anadarko city,30567
OK,Antlers city,27883
OK,Apache town,32837
OK,Arapaho town,48889
OK,Arcadia town,(X)
OK,Ardmore city,42549
OK,Arkoma town,26454
OK,Armstrong town,48214
OK,Arnett town,42500
OK,Arpelar CDP,54286
OK,Asher town,26250
OK,Ashland town,40000
OK,Atoka city,27230
OK,Atwood town,30625
OK,Avant town,35000
OK,Badger Lee CDP,8229
OK,Ballou CDP,23750
OK,Barnsdall city,39653
OK,Bartlesville city,50280
OK,Bearden town,41875
OK,Beaver town,51439
OK,Bee CDP,23092
OK,Beggs city,31063
OK,Belfonte CDP,29545
OK,Bell CDP,25625
OK,Bennington town,17500
OK,Bernice town,31111
OK,Bessie town,43125
OK,Bethany city,42644
OK,Bethel Acres town,64948
OK,Big Cabin town,39250
OK,Billings town,26875
OK,Binger town,36875
OK,Bison CDP,(X)
OK,Bixby city,73143
OK,Blackburn town,(X)
OK,Blackgum CDP,-
OK,Blackwell city,38345
OK,Blair town,36458
OK,Blanchard city,63685
OK,Blanco CDP,25625
OK,Blue CDP,38611
OK,Bluejacket town,30750
OK,Boise City city,46500
OK,Bokchito town,30221
OK,Bokoshe town,27841
OK,Boley town,22500
OK,Boswell town,21827
OK,Bowlegs town,39250
OK,Box CDP,57778
OK,Boynton town,24167
OK,Bradley town,43750
OK,Braggs town,40250
OK,Braman town,40625
OK,Bray town,52500
OK,Breckenridge town,57679
OK,Brent CDP,47981
OK,Bridge Creek town,75625
OK,Bridgeport city,27083
OK,Briggs CDP,35893
OK,Bristow city,34000
OK,Broken Arrow city,67131
OK,Broken Bow city,27201
OK,Bromide town,48750
OK,Brooksville town,31250
OK,Brush Creek CDP,-
OK,Brushy CDP,31923
OK,Buffalo town,39844
OK,Bull Hollow CDP,(X)
OK,Burbank town,29167
OK,Burlington town,41563
OK,Burneyville CDP,57578
OK,Burns Flat town,51042
OK,Bushyhead CDP,47656
OK,Butler town,29750
OK,Butler CDP,46146
OK,Byars town,25781
OK,Byng town,55125
OK,Byron town,(X)
OK,Cache city,46989
OK,Caddo town,34402
OK,Calera town,41741
OK,Calumet town,49375
OK,Calvin town,27500
OK,Camargo town,43594
OK,Cameron town,26000
OK,Canadian town,46250
OK,Caney town,33438
OK,Canton town,51136
OK,Canute town,42250
OK,Capron town,-
OK,Carlisle CDP,72604
OK,Carlton Landing town,-
OK,Carmen town,51250
OK,Carnegie town,31216
OK,Carney town,41250
OK,Carrier town,73750
OK,Carter town,50625
OK,Cartwright CDP,20898
OK,Cashion town,54167
OK,Castle town,34583
OK,Catoosa city,50750
OK,Cayuga CDP,37875
OK,Cedar Crest CDP,19265
OK,Cedar Valley city,76250
OK,Cement town,30583
OK,Centrahoma city,18750
OK,Central High town,62841
OK,Chandler city,38497
OK,Chattanooga town,41161
OK,Checotah city,31917
OK,Chelsea town,32244
OK,Cherokee city,46094
OK,Cherry Tree CDP,32315
OK,Chester CDP,49750
OK,Chewey CDP,(X)
OK,Cheyenne town,43393
OK,Chickasha city,40811
OK,Choctaw city,66927
OK,Chouteau town,42875
OK,Christie CDP,24091
OK,Cimarron City town,63542
OK,Claremore city,40559
OK,Clarita CDP,26250
OK,Clayton town,25078
OK,Clearview town,13438
OK,Cleora CDP,39219
OK,Cleo Springs town,46250
OK,Cleveland city,47143
OK,Clinton city,46809
OK,Cloud Creek CDP,35357
OK,Coalgate city,30179
OK,Colbert town,34911
OK,Colcord town,30069
OK,Cole town,53500
OK,Coleman CDP,36875
OK,Collinsville city,58909
OK,Colony town,70208
OK,Comanche city,32500
OK,Commerce city,26594
OK,Connerville CDP,50300
OK,Cooperton town,-
OK,Copan town,43636
OK,Copeland CDP,38272
OK,Corn town,43194
OK,Cornish town,36250
OK,Council Hill town,33542
OK,Covington town,48750
OK,Coweta city,52588
OK,Cowlington town,28750
OK,Coyle town,28750
OK,Crescent city,32656
OK,Cromwell town,33333
OK,Crowder town,39643
OK,Cushing city,37995
OK,Custer City town,27159
OK,Cyril town,46382
OK,Dacoma town,36786
OK,Dale CDP,41458
OK,Davenport town,44375
OK,Davidson town,26094
OK,Davis city,44514
OK,Deer Creek town,53036
OK,Deer Lick CDP,-
OK,Delaware town,33523
OK,Del City city,41134
OK,Dennis CDP,(X)
OK,Depew town,30000
OK,Devol town,52679
OK,Dewar town,42500
OK,Dewey city,35223
OK,Dibble town,49722
OK,Dickson town,54167
OK,Dill City town,42500
OK,Disney town,28194
OK,Dodge CDP,66667
OK,Dotyville CDP,"2,500-"
OK,Dougherty town,46563
OK,Douglas town,(X)
OK,Dover town,41458
OK,Dripping Springs CDP,42813
OK,Drowning Creek CDP,16618
OK,Drummond town,40625
OK,Drumright city,35964
OK,Dry Creek CDP,27450
OK,Duchess Landing CDP,27292
OK,Duncan city,40204
OK,Durant city,33063
OK,Dustin town,21932
OK,Dwight Mission CDP,-
OK,Eagletown CDP,26250
OK,Eakly town,31042
OK,Earlsboro town,43125
OK,East Duke town,44375
OK,Edmond city,71974
OK,Eldon CDP,65125
OK,Eldorado town,30391
OK,Elgin city,65625
OK,Elk City city,51406
OK,Elmer town,29167
OK,Elm Grove CDP,28750
OK,Elmore City town,30341
OK,El Reno city,48015
OK,Empire City town,59583
OK,Enid city,46365
OK,Erick city,32375
OK,Erin Springs town,(X)
OK,Etowah town,43250
OK,Eufaula city,30781
OK,Evening Shade CDP,25469
OK,Fairfax town,31406
OK,Fairfield CDP,42083
OK,Fairland town,36750
OK,Fairmont town,54583
OK,Fair Oaks town,77813
OK,Fairview city,46563
OK,Fallis town,(X)
OK,Fanshawe town,39167
OK,Fargo town,41429
OK,Faxon town,35313
OK,Felt CDP,48125
OK,Fitzhugh town,52188
OK,Fletcher town,48600
OK,Flint Creek CDP,32500
OK,Flute Springs CDP,41250
OK,Foraker town,(X)
OK,Forest Park town,68977
OK,Forgan town,41750
OK,Fort Cobb town,39688
OK,Fort Coffee town,26827
OK,Fort Gibson town,57148
OK,Fort Supply town,38500
OK,Fort Towson town,26563
OK,Foss town,(X)
OK,Foster town,53333
OK,Foyil town,31000
OK,Francis town,41250
OK,Frederick city,32215
OK,Freedom town,66250
OK,Friendship town,62083
OK,Gage town,37143
OK,Gans town,32500
OK,Garber city,37143
OK,Garvin town,18750
OK,Gate town,33750
OK,Geary city,25313
OK,Gene Autry town,33750
OK,Geronimo town,40074
OK,Gerty town,31250
OK,Gideon CDP,-
OK,Glencoe town,35156
OK,Glenpool city,59444
OK,Goldsby town,77500
OK,Goltry town,54375
OK,Goodwell town,38824
OK,Gore town,32411
OK,Gotebo town,44688
OK,Gould town,56563
OK,Gowen CDP,(X)
OK,Gracemont town,29219
OK,Grainola town,(X)
OK,Grandfield city,37188
OK,Grand Lake Towne town,91250
OK,Grandview CDP,49306
OK,Granite town,40250
OK,Grant CDP,34167
OK,Grayson town,32083
OK,Greasy CDP,29250
OK,Greenfield town,35625
OK,Gregory CDP,62000
OK,Grove city,40061
OK,Guthrie city,41267
OK,Guymon city,51023
OK,Haileyville city,31719
OK,Hallett town,28750
OK,Hammon town,34250
OK,Hanna town,22917
OK,Hardesty town,52941
OK,Harrah city,57845
OK,Hartshorne city,42875
OK,Haskell town,32244
OK,Hastings town,40833
OK,Haworth town,28929
OK,Headrick town,41429
OK,Healdton city,39313
OK,Heavener city,28661
OK,Helena town,52500
OK,Hendrix town,36250
OK,Hennessey town,59194
OK,Henryetta city,33694
OK,Hickory town,(X)
OK,Hillsdale town,64063
OK,Hinton town,52212
OK,Hitchcock town,21111
OK,Hitchita town,(X)
OK,Hobart city,39348
OK,Hoffman town,37857
OK,Holdenville city,29719
OK,Hollis city,28264
OK,Hollister town,(X)
OK,Hominy city,31226
OK,Hooker city,54107
OK,Hoot Owl town,-
OK,Horntown town,47500
OK,Howe town,26406
OK,Hugo city,22094
OK,Hulbert town,24643
OK,Hunter town,46250
OK,Hydro town,38500
OK,Idabel city,25019
OK,Indiahoma town,43750
OK,Indianola CDP,-
OK,Indianola town,46250
OK,Inola town,46639
OK,Iron Post CDP,(X)
OK,Isabella CDP,(X)
OK,IXL town,(X)
OK,Jay city,23110
OK,Jefferson town,29583
OK,Jenks city,86747
OK,Jennings town,25556
OK,Jet town,41719
OK,Johnson town,37917
OK,Jones town,55637
OK,Justice CDP,70714
OK,Kansas town,32446
OK,Katie town,40000
OK,Kaw City city,41250
OK,Kellyville town,36375
OK,Kemp town,18750
OK,Kendrick town,35313
OK,Kenefic town,31250
OK,Kenton CDP,14250
OK,Kenwood CDP,32760
OK,Keota town,25313
OK,Ketchum town,33214
OK,Keyes town,36250
OK,Keys CDP,26250
OK,Kiefer town,51250
OK,Kildare town,44583
OK,Kingfisher city,52044
OK,Kingston town,31780
OK,Kinta town,22813
OK,Kiowa town,35833
OK,Knowles town,(X)
OK,Konawa city,36285
OK,Krebs city,42305
OK,Kremlin town,49167
OK,Lahoma town,58864
OK,Lake Aluma town,172250
OK,Lamar town,31250
OK,Lambert town,-
OK,Lamont town,50893
OK,Lane CDP,39063
OK,Langley town,31683
OK,Langston town,38173
OK,Latta CDP,34620
OK,Laverne town,50313
OK,Lawrence Creek town,70875
OK,Lawton city,42493
OK,Leach CDP,54583
OK,Lebanon CDP,32344
OK,Leedey town,55833
OK,Le Flore town,26042
OK,Lehigh city,35625
OK,Lenapah town,38500
OK,Leon town,25000
OK,Lequire CDP,35938
OK,Lexington city,44000
OK,Liberty CDP,45385
OK,Liberty town,(X)
OK,Lima town,40417
OK,Limestone CDP,71618
OK,Lindsay city,34083
OK,Loco town,33750
OK,Locust Grove town,25234
OK,Lone Grove city,43460
OK,Lone Wolf town,39432
OK,Long CDP,40000
OK,Longdale town,33750
OK,Longtown CDP,38081
OK,Lookeba town,31875
OK,Lost City CDP,45583
OK,Lotsee town,-
OK,Loveland town,-
OK,Loyal town,57500
OK,Lucien CDP,(X)
OK,Luther town,49196
OK,Lyons Switch CDP,55250
OK,McAlester city,41112
OK,McCord CDP,52847
OK,McCurtain town,34821
OK,McLoud city,46875
OK,Macomb town,36250
OK,Madill city,40082
OK,Manchester town,58750
OK,Mangum city,35130
OK,Manitou town,24250
OK,Mannford town,49583
OK,Mannsville town,40804
OK,Maramec town,32143
OK,Marble City town,25000
OK,Marietta CDP,(X)
OK,Marietta city,38750
OK,Marland town,23304
OK,Marlow city,37235
OK,Marshall town,37500
OK,Martha town,37813
OK,Maud city,31563
OK,May town,56250
OK,Maysville town,32917
OK,Mazie CDP,83171
OK,Mead town,41250
OK,Medford city,41316
OK,Medicine Park town,48182
OK,Meeker town,34125
OK,Meno town,52500
OK,Meridian town,23750
OK,Meridian CDP,54236
OK,Miami city,34387
OK,Midwest City city,44578
OK,Milburn town,30833
OK,Mill Creek town,41458
OK,Millerton town,26964
OK,Minco city,41905
OK,Moffett town,30625
OK,Monroe CDP,28472
OK,Moore city,58169
OK,Mooreland town,52917
OK,Morris city,42727
OK,Morrison town,50313
OK,Mounds town,35625
OK,Mountain Park town,33750
OK,Mountain View town,38684
OK,Mulberry CDP,27045
OK,Muldrow town,33000
OK,Mulhall town,57083
OK,Murphy CDP,25917
OK,Muskogee city,34894
OK,Mustang city,67719
OK,Mutual town,33750
OK,Narcissa CDP,56250
OK,Nardin CDP,-
OK,Nash town,75417
OK,Nescatunga CDP,45357
OK,New Alluwe town,35750
OK,Newcastle city,74286
OK,New Cordell city,48333
OK,New Eucha CDP,46625
OK,Newkirk city,35000
OK,New Woodville town,(X)
OK,Nichols Hills city,123542
OK,Nicoma Park city,51286
OK,Nicut CDP,33333
OK,Ninnekah town,51771
OK,Noble city,52022
OK,Norge town,37188
OK,Norman city,51491
OK,North Enid town,68438
OK,North Miami town,28750
OK,Notchietown CDP,29167
OK,Nowata city,28378
OK,Oak Grove town,-
OK,Oakhurst CDP,38092
OK,Oakland town,39808
OK,Oaks town,31705
OK,Oakwood town,36250
OK,Ochelata town,38333
OK,Oilton city,31923
OK,Okarche town,73750
OK,Okay town,33021
OK,Okeene town,39073
OK,Okemah city,30086
OK,Oklahoma City city,47779
OK,Okmulgee city,27978
OK,Oktaha town,39250
OK,Old Eucha CDP,(X)
OK,Old Green CDP,36406
OK,Olustee town,39063
OK,Oologah town,51023
OK,Optima town,37500
OK,Orlando town,31250
OK,Osage town,22083
OK,Owasso city,65881
OK,Paden town,34167
OK,Panama town,24423
OK,Panola CDP,44167
OK,Paoli town,29583
OK,Paradise Hill town,50938
OK,Park Hill CDP,39485
OK,Pauls Valley city,36728
OK,Pawhuska city,37292
OK,Pawnee city,36101
OK,Peavine CDP,30556
OK,Peggs CDP,41691
OK,Pensacola town,61250
OK,Peoria town,26500
OK,Perkins city,40861
OK,Perry city,41763
OK,Pettit CDP,53365
OK,Phillips town,27250
OK,Piedmont city,73506
OK,Piney CDP,77292
OK,Pinhook Corner CDP,43319
OK,Pink town,46146
OK,Pin Oak Acres CDP,41146
OK,Pittsburg town,38750
OK,Platter CDP,55147
OK,Pocasset town,(X)
OK,Pocola town,37944
OK,Ponca City city,41061
OK,Pond Creek city,43281
OK,Porter town,33594
OK,Porum town,20813
OK,Poteau city,38026
OK,Prague city,39777
OK,Proctor CDP,(X)
OK,Prue town,32500
OK,Pryor Creek city,38144
OK,Pump Back CDP,33011
OK,Purcell city,45643
OK,Putnam town,(X)
OK,Quapaw town,31000
OK,Quinton town,27411
OK,Ralston town,38000
OK,Ramona town,33929
OK,Randlett town,37500
OK,Ratliff City town,42500
OK,Rattan town,32188
OK,Ravia town,31696
OK,Redbird town,23750
OK,Redbird Smith CDP,18292
OK,Red Oak town,33819
OK,Red Rock town,47929
OK,Remy CDP,39250
OK,Renfrow town,-
OK,Rentiesville town,30417
OK,Reydon town,34167
OK,Ringling town,26991
OK,Ringwood town,50313
OK,Ripley town,31875
OK,River Bottom CDP,43333
OK,Rock Island town,46250
OK,Rocky town,32500
OK,Rocky Ford CDP,52500
OK,Rocky Mountain CDP,33125
OK,Roff town,36875
OK,Roland town,33095
OK,Roosevelt town,38125
OK,Rose CDP,62125
OK,Rosedale town,17083
OK,Rosston town,(X)
OK,Rush Springs town,31957
OK,Ryan town,26875
OK,St. Louis town,35250
OK,Salem CDP,(X)
OK,Salina town,33417
OK,Sallisaw city,29602
OK,Sams Corner CDP,98333
OK,Sand Hill CDP,57857
OK,Sand Springs city,51067
OK,Sapulpa city,39880
OK,Sasakwa town,33250
OK,Savanna town,49464
OK,Sawyer town,35000
OK,Sayre city,34196
OK,Schulter town,29063
OK,Scraper CDP,31075
OK,Seiling city,44107
OK,Seminole city,32594
OK,Sentinel town,38409
OK,Sequoyah CDP,64219
OK,Shady Grove CDP (Cherokee County),36736
OK,Shady Grove CDP (McIntosh County),(X)
OK,Shady Point town,41154
OK,Shamrock town,(X)
OK,Sharon town,75357
OK,Shattuck town,43421
OK,Shawnee city,38136
OK,Shidler city,41500
OK,Short CDP,31731
OK,Silo town,48333
OK,Simms CDP,51250
OK,Skedee town,32500
OK,Skiatook town,44702
OK,Slaughterville town,52107
OK,Slick town,31250
OK,Smith Village town,52500
OK,Smithville town,16042
OK,Snake Creek CDP,29792
OK,Snyder city,35884
OK,Soper town,23125
OK,Sour John CDP,28250
OK,South Coffeyville town,42500
OK,Sparks town,34750
OK,Spaulding town,21250
OK,Spavinaw town,25893
OK,Spencer city,37681
OK,Sperry town,37946
OK,Spiro town,35536
OK,Sportsmen Acres town,41500
OK,Springer town,40956
OK,Steely Hollow CDP,(X)
OK,Sterling town,40625
OK,Stidham town,(X)
OK,Stigler city,30662
OK,Stillwater city,30799
OK,Stilwell city,24897
OK,Stonewall town,25250
OK,Stoney Point CDP,29167
OK,Strang town,21875
OK,Stratford town,27297
OK,Stringtown town,39732
OK,Strong City town,75000
OK,Stroud city,40144
OK,Stuart town,35250
OK,Sugden town,(X)
OK,Sulphur city,40653
OK,Summit town,26750
OK,Sweetwater town,53438
OK,Swink CDP,20893
OK,Sycamore CDP,32321
OK,Taft town,18333
OK,Tagg Flats CDP,51111
OK,Tahlequah city,30804
OK,Talala town,37321
OK,Talihina town,23125
OK,Taloga town,51417
OK,Tamaha town,25938
OK,Tatums town,20536
OK,Tecumseh city,41172
OK,Temple town,32679
OK,Tenkiller CDP,41429
OK,Teresita CDP,39375
OK,Terlton town,43750
OK,Terral town,30893
OK,Texanna CDP,37112
OK,Texhoma town,41307
OK,Texola town,(X)
OK,Thackerville town,33125
OK,The Village city,51189
OK,Thomas city,52700
OK,Tiawah CDP,90313
OK,Tipton town,43015
OK,Tishomingo city,28689
OK,Titanic CDP,28889
OK,Tonkawa city,39662
OK,Tribbey town,36875
OK,Tryon town,31016
OK,Tullahassee town,33242
OK,Tulsa city,42284
OK,Tupelo city,25000
OK,Turley CDP,30547
OK,Turpin CDP,45688
OK,Tushka town,41389
OK,Tuskahoma CDP,25833
OK,Tuttle city,71902
OK,Twin Oaks CDP,39444
OK,Tyrone town,51875
OK,Union City town,65385
OK,Valley Brook town,30208
OK,Valley Park town,70000
OK,Valliant town,25438
OK,Velma town,65694
OK,Vera town,35938
OK,Verden town,32237
OK,Verdigris town,60625
OK,Vian town,24938
OK,Vici town,44271
OK,Vinita city,32292
OK,Wagoner city,32602
OK,Wainwright town,21458
OK,Wakita town,43125
OK,Walters city,36734
OK,Wanette town,35179
OK,Wann town,50625
OK,Wapanucka town,29583
OK,Wardville CDP,49750
OK,Warner town,36823
OK,Warr Acres city,45846
OK,Warwick town,32188
OK,Washington town,57500
OK,Watonga city,38152
OK,Watts town,22083
OK,Wauhillau CDP,31848
OK,Waukomis town,47333
OK,Waurika city,31964
OK,Wayne town,39844
OK,Waynoka city,42500
OK,Weatherford city,39257
OK,Webb City town,35139
OK,Webbers Falls town,25375
OK,Welch town,38611
OK,Weleetka town,24250
OK,Welling CDP,42250
OK,Wellston town,47667
OK,West Peavine CDP,26500
OK,Westport town,62708
OK,West Siloam Springs town,36071
OK,Westville town,25625
OK,Wetumka city,23200
OK,Wewoka city,26605
OK,Whitefield town,28750
OK,White Oak CDP,42917
OK,Whitesboro CDP,31771
OK,White Water CDP,-
OK,Wickliffe CDP,-
OK,Wilburton city,34545
OK,Willow town,33750
OK,Wilson city,41875
OK,Winchester town,41332
OK,Wister town,25139
OK,Woodall CDP,37321
OK,Woodlawn Park town,80625
OK,Woodward city,55131
OK,Wright City town,26563
OK,Wyandotte town,39375
OK,Wynnewood city,31667
OK,Wynona town,42188
OK,Yale city,33516
OK,Yeager town,(X)
OK,Yukon city,65377
OK,Zeb CDP,41833
OK,Zena CDP,44000
OK,Zion CDP,83333
OR,Adair Village city,57150
OR,Adams city,56667
OR,Adrian city,37083
OR,Albany city,47150
OR,Aloha CDP,65765
OR,Alpine CDP,(X)
OR,Alsea CDP,55417
OR,Altamont CDP,40245
OR,Amity city,53333
OR,Annex CDP,39583
OR,Antelope city,29375
OR,Arlington city,48750
OR,Ashland city,45704
OR,Astoria city,44663
OR,Athena city,62188
OR,Aumsville city,49403
OR,Aurora city,69250
OR,Baker City city,36778
OR,Bandon city,29668
OR,Banks city,79667
OR,Barlow city,39375
OR,Barview CDP,32743
OR,Bay City city,46726
OR,Bayside Gardens CDP,62163
OR,Beatty CDP,-
OR,Beaver CDP,(X)
OR,Beavercreek CDP,80652
OR,Beaverton city,56882
OR,Bellfountain CDP,(X)
OR,Bend city,52989
OR,Bethany CDP,116535
OR,Biggs Junction CDP,-
OR,Black Butte Ranch CDP,75816
OR,Blodgett CDP,(X)
OR,Boardman city,46304
OR,Bonanza town,36683
OR,Brogan CDP,70938
OR,Brookings city,40228
OR,Brooks CDP,72833
OR,Brownsville city,48158
OR,Bull Mountain CDP,96976
OR,Bunker Hill CDP,20120
OR,Burns city,34627
OR,Butte Falls town,29375
OR,Butteville CDP,(X)
OR,Camp Sherman CDP,54971
OR,Canby city,61760
OR,Cannon Beach city,50913
OR,Canyon City town,36528
OR,Canyonville city,37763
OR,Cape Meares CDP,51111
OR,Carlton city,53125
OR,Cascade Locks city,40000
OR,Cascadia CDP,(X)
OR,Cave Junction city,25529
OR,Cayuse CDP,69375
OR,Cedar Hills CDP,67804
OR,Cedar Mill CDP,96424
OR,Central Point city,48984
OR,Chenoweth CDP,45729
OR,Chiloquin city,28393
OR,Clatskanie city,43125
OR,Cloverdale CDP,85714
OR,Coburg city,52679
OR,Columbia City city,62535
OR,Condon city,31953
OR,Coos Bay city,38780
OR,Coquille city,32581
OR,Cornelius city,54390
OR,Corvallis city,42488
OR,Cottage Grove city,37058
OR,Cove city,42333
OR,Crabtree CDP,(X)
OR,Crane CDP,81111
OR,Crawfordsville CDP,48958
OR,Creswell city,53449
OR,Culver city,44716
OR,Dallas city,48843
OR,Damascus city,83263
OR,Days Creek CDP,43929
OR,Dayton city,53646
OR,Dayville town,40625
OR,Deer Island CDP,43355
OR,Depoe Bay city,46853
OR,Deschutes River Woods CDP,50446
OR,Detroit city,44792
OR,Dillard CDP,60019
OR,Donald city,63162
OR,Drain city,34405
OR,Dufur city,45547
OR,Dundee city,67384
OR,Dunes City city,50987
OR,Durham city,70000
OR,Eagle Crest CDP,67885
OR,Eagle Point city,55474
OR,Echo city,44875
OR,Elgin city,38250
OR,Elkton city,38750
OR,Enterprise city,38264
OR,Eola CDP,-
OR,Estacada city,43721
OR,Eugene city,43101
OR,Fair Oaks CDP,123000
OR,Fairview city,51142
OR,Falls City city,33309
OR,Florence city,33950
OR,Foots Creek CDP,55329
OR,Forest Grove city,48411
OR,Fort Hill CDP,22633
OR,Fossil city,31319
OR,Four Corners CDP,44159
OR,Garden Home-Whitford CDP,62449
OR,Gardiner CDP,52695
OR,Garibaldi city,36429
OR,Gaston city,53654
OR,Gates city,36875
OR,Gearhart city,49125
OR,Gervais city,51339
OR,Gladstone city,55848
OR,Glasgow CDP,36012
OR,Glendale city,34306
OR,Glide CDP,50859
OR,Gold Beach city,48065
OR,Gold Hill city,39688
OR,Gopher Flats CDP,39219
OR,Government Camp CDP,(X)
OR,Grand Ronde CDP,44271
OR,Granite city,(X)
OR,Grants Pass city,34224
OR,Grass Valley city,37500
OR,Green CDP,41572
OR,Greenhorn city,-
OR,Gresham city,46956
OR,Haines city,39375
OR,Halfway city,23833
OR,Halsey city,51958
OR,Happy Valley city,101250
OR,Harbor CDP,26607
OR,Harper CDP,31875
OR,Harrisburg city,48125
OR,Hayesville CDP,40632
OR,Hebo CDP,27450
OR,Helix city,46607
OR,Heppner city,40313
OR,Hermiston city,46141
OR,Hillsboro city,67757
OR,Hines city,38587
OR,Holley CDP,47083
OR,Hood River city,47310
OR,Hubbard city,53992
OR,Huntington city,34219
OR,Idanha city,29464
OR,Idaville CDP,25781
OR,Imbler city,46875
OR,Independence city,44454
OR,Ione city,51029
OR,Irrigon city,51054
OR,Island City city,53750
OR,Jacksonville city,46901
OR,Jeffers Gardens CDP,41875
OR,Jefferson city,47849
OR,Jennings Lodge CDP,52457
OR,John Day city,33276
OR,Johnson City city,31875
OR,Jordan Valley city,33333
OR,Joseph city,37216
OR,Junction City city,42153
OR,Juntura CDP,(X)
OR,Keizer city,51244
OR,Kerby CDP,17917
OR,King City city,45283
OR,Kings Valley CDP,14324
OR,Kirkpatrick CDP,74688
OR,Klamath Falls city,35690
OR,Labish Village CDP,45714
OR,Lacomb CDP,41359
OR,Lafayette city,56629
OR,La Grande city,39135
OR,Lake Oswego city,85303
OR,Lakeside city,37413
OR,Lakeview town,35672
OR,Langlois CDP,(X)
OR,La Pine city,30842
OR,Lebanon city,40530
OR,Lexington town,45500
OR,Lincoln Beach CDP,41130
OR,Lincoln City city,37894
OR,Lonerock city,14464
OR,Long Creek city,43438
OR,Lookingglass CDP,44408
OR,Lostine city,46250
OR,Lowell city,53438
OR,Lyons city,60417
OR,McMinnville city,45588
OR,Madras city,37732
OR,Malin city,35375
OR,Manzanita city,51429
OR,Marion CDP,(X)
OR,Maupin city,41786
OR,Maywood Park city,80625
OR,Medford city,41931
OR,Mehama CDP,62344
OR,Melrose CDP,44250
OR,Merlin CDP,51292
OR,Merrill city,39821
OR,Metolius city,38750
OR,Metzger CDP,46314
OR,Mill City city,38689
OR,Millersburg city,72778
OR,Milton-Freewater city,35076
OR,Milwaukie city,52011
OR,Mission CDP,27750
OR,Mitchell city,24688
OR,Molalla city,55534
OR,Monmouth city,32027
OR,Monroe city,32917
OR,Monument city,20208
OR,Moro city,30417
OR,Mosier city,42500
OR,Mount Angel city,42778
OR,Mount Hood CDP,63542
OR,Mount Hood Village CDP,63348
OR,Mount Vernon city,29583
OR,Mulino CDP,80081
OR,Myrtle Creek city,39350
OR,Myrtle Point city,36935
OR,Neahkahnie CDP,(X)
OR,Nehalem city,43500
OR,Nesika Beach CDP,57277
OR,Neskowin CDP,39559
OR,Netarts CDP,62045
OR,Newberg city,50039
OR,New Hope CDP,54115
OR,New Pine Creek CDP,36842
OR,Newport city,37452
OR,North Bend city,43586
OR,North Plains city,72212
OR,North Powder city,27500
OR,Nyssa city,40586
OR,Oak Grove CDP,56268
OR,Oak Hills CDP,79333
OR,Oakland city,38077
OR,Oakridge city,39947
OR,Oatfield CDP,69744
OR,O'Brien CDP,(X)
OR,Oceanside CDP,59792
OR,Odell CDP,57198
OR,Ontario city,27760
OR,Oregon City city,62858
OR,Pacific City CDP,25230
OR,Paisley city,37404
OR,Parkdale CDP,72900
OR,Pendleton city,46772
OR,Peoria CDP,(X)
OR,Philomath city,49333
OR,Phoenix city,32035
OR,Pilot Rock city,38550
OR,Pine Grove CDP,32750
OR,Pine Hollow CDP,37300
OR,Pistol River CDP,-
OR,Plush CDP,34000
OR,Portland city,55003
