Geographic Area,City,poverty_rate
SC,Inman Mills CDP,30.8
SC,Irmo town,16.4
SC,Irwin CDP,20.6
SC,Islandton CDP,0
SC,Isle of Palms city,10.7
SC,Iva town,26.9
SC,Jackson town,14
SC,Jacksonboro CDP,34.2
SC,James Island town,8.2
SC,Jamestown town,16.3
SC,Jefferson town,34.5
SC,Jenkinsville town,15.5
SC,Joanna CDP,17.9
SC,Johnsonville city,20.5
SC,Johnston town,27.5
SC,Jonesville town,43.2
SC,Judson CDP,38.7
SC,Kershaw town,34.4
SC,Kiawah Island town,6.1
SC,Kingstree town,42.5
SC,Kline town,50.3
SC,Ladson CDP,9.7
SC,Lake City city,29.7
SC,Lake Murray of Richland CDP,4.4
SC,Lake Secession CDP,23.9
SC,Lake View town,22.4
SC,Lakewood CDP,7.1
SC,Lake Wylie CDP,3.9
SC,Lamar town,18
SC,Lancaster city,30.1
SC,Landrum city,20.1
SC,Lane town,31.1
SC,Langley CDP,35.2
SC,Latta town,31.1
SC,Laurel Bay CDP,16.3
SC,Laurens city,23.6
SC,Lesslie CDP,12.1
SC,Lexington town,11.7
SC,Liberty city,21.7
SC,Lincolnville town,22.3
SC,Little Mountain town,2.7
SC,Little River CDP,8.7
SC,Livingston town,13.9
SC,Lockhart town,34
SC,Lodge town,13.5
SC,Loris city,25.4
SC,Lowndesville town,60.3
SC,Lowrys town,5.9
SC,Lugoff CDP,9.9
SC,Luray town,31.8
SC,Lydia CDP,17.3
SC,Lyman town,9.2
SC,Lynchburg town,42.1
SC,McBee town,41.2
SC,McClellanville town,3.1
SC,McColl town,33.3
SC,McConnells town,11.4
SC,McCormick town,28.4
SC,Manning city,31.2
SC,Marion city,38.8
SC,Mauldin city,6.5
SC,Mayesville town,30.3
SC,Mayo CDP,9.7
SC,Meggett town,9.9
SC,Modoc CDP,6.6
SC,Monarch Mill CDP,17.2
SC,Moncks Corner town,14.2
SC,Monetta town,29.8
SC,Mount Carmel CDP,25.5
SC,Mount Croghan town,17.2
SC,Mount Pleasant town,7.4
SC,Mountville CDP,21.7
SC,Mulberry CDP,53
SC,Mullins city,23.8
SC,Murphys Estates CDP,27.1
SC,Murrells Inlet CDP,10.4
SC,Myrtle Beach city,23.7
SC,Neeses town,18.8
SC,Newberry city,26.3
SC,New Ellenton town,26.2
SC,Newport CDP,2.8
SC,Newry CDP,15.9
SC,Nichols town,20.3
SC,Ninety Six town,19
SC,Norris town,16
SC,North town,35
SC,North Augusta city,11.8
SC,North Charleston city,22.7
SC,North Hartsville CDP,15.1
SC,Northlake CDP,7.6
SC,North Myrtle Beach city,13.1
SC,Norway town,25.7
SC,Oak Grove CDP,7.6
SC,Oakland CDP,6.3
SC,Olanta town,32.7
SC,Olar town,11.3
SC,Orangeburg city,30.4
SC,Oswego CDP,0
SC,Pacolet town,28
SC,Pageland town,22
SC,Pamplico town,25.8
SC,Parker CDP,36.3
SC,Parksville town,10.9
SC,Patrick town,33.2
SC,Pawleys Island town,16.5
SC,Paxville town,27.9
SC,Peak town,45.1
SC,Pelion town,15.5
SC,Pelzer town,29.3
SC,Pendleton town,32.3
SC,Perry town,50.8
SC,Pickens city,28.1
SC,Piedmont CDP,19.6
SC,Pine Ridge town,4.9
SC,Pinewood town,36.2
SC,Pinopolis CDP,4
SC,Plum Branch town,17
SC,Pomaria town,3.9
SC,Port Royal town,14.8
SC,Powdersville CDP,11.5
SC,Princeton CDP,0
SC,Privateer CDP,14.4
SC,Promised Land CDP,21.2
SC,Prosperity town,20.4
SC,Quinby town,3
SC,Ravenel town,29
SC,Red Bank CDP,17.4
SC,Red Hill CDP,24.1
SC,Reevesville town,9.6
SC,Reidville town,8.3
SC,Rembert CDP,4.1
SC,Richburg town,27
SC,Ridgeland town,22.8
SC,Ridge Spring town,20.3
SC,Ridgeville town,14.8
SC,Ridgeway town,23.6
SC,Riverview CDP,11.6
SC,Rock Hill city,18.6
SC,Rockville town,9
SC,Roebuck CDP,15.1
SC,Rowesville town,27.9
SC,Ruby town,7.4
SC,Russellville CDP,0
SC,St. Andrews CDP,23
SC,St. George town,26.9
SC,St. Matthews town,30.6
SC,St. Stephen town,34.9
SC,Salem town,3.6
SC,Salley town,22.2
SC,Saluda town,33.9
SC,Sangaree CDP,18.3
SC,Sans Souci CDP,33.1
SC,Santee town,29.8
SC,Saxon CDP,41.5
SC,Scotia town,13.5
SC,Scranton town,35.3
SC,Seabrook Island town,5.7
SC,Sellers town,31.4
SC,Seneca city,23.3
SC,Seven Oaks CDP,12.6
SC,Sharon town,9.3
SC,Shell Point CDP,22.4
SC,Shiloh CDP,3.8
SC,Silverstreet town,12.7
SC,Simpsonville city,7.3
SC,Six Mile town,14.8
SC,Slater-Marietta CDP,22.3
SC,Smoaks town,9.1
SC,Smyrna town,12.2
SC,Snelling town,13.2
SC,Socastee CDP,19.3
SC,Society Hill town,25.2
SC,South Congaree town,23.3
SC,Southern Shops CDP,54.4
SC,South Sumter CDP,34.4
SC,Spartanburg city,27.2
SC,Springdale CDP,23.2
SC,Springdale town,7.8
SC,Springfield town,24
SC,Starr town,4
SC,Startex CDP,0
SC,Stateburg CDP,7.2
SC,Stuckey town,9.2
SC,Sullivan's Island town,5.9
SC,Summerton town,28.4
SC,Summerville town,13
SC,Summit town,11.5
SC,Sumter city,18.6
SC,Surfside Beach town,13.5
SC,Swansea town,22.3
SC,Sycamore town,24.4
SC,Tatum town,10.1
SC,Taylors CDP,16.3
SC,Tega Cay city,1.5
SC,Tigerville CDP,33.3
SC,Timmonsville town,34.5
SC,Travelers Rest city,16.3
SC,Trenton town,22.2
SC,Troy town,13
SC,Turbeville town,31
SC,Ulmer town,11.1
SC,Union city,29.5
SC,Utica CDP,20
SC,Valley Falls CDP,21.5
SC,Vance town,45.1
SC,Varnville town,30.4
SC,Wade Hampton CDP,11.7
SC,Wagener town,36.8
SC,Walhalla city,42.9
SC,Wallace CDP,27.1
SC,Walterboro city,27.8
SC,Ward town,8.9
SC,Ware Place CDP,43.4
SC,Ware Shoals town,35.7
SC,Warrenville CDP,14.8
SC,Waterloo town,31.3
SC,Watts Mills CDP,30.4
SC,Wedgefield CDP,26.5
SC,Welcome CDP,20.1
SC,Wellford city,27.9
SC,West Columbia city,19.2
SC,Westminster city,17.6
SC,West Pelzer town,21.7
SC,West Union town,21.2
SC,Whitmire town,26.7
SC,Wilkinson Heights CDP,17.5
SC,Williams town,5.3
SC,Williamston town,10.8
SC,Willington CDP,51.6
SC,Williston town,33.9
SC,Windsor town,4.2
SC,Winnsboro town,23.8
SC,Winnsboro Mills CDP,39
SC,Woodfield CDP,18.5
SC,Woodford town,21.3
SC,Woodruff city,23.4
SC,Yemassee town,26.5
SC,York city,25.9
SD,Aberdeen city,12
SD,Agar town,14.1
SD,Agency Village CDP,28.8
SD,Akaska town,0
SD,Albee town,10
SD,Alcester city,5.4
SD,Alexandria city,8.9
SD,Allen CDP,94.1
SD,Alpena town,9.6
SD,Altamont town,0
SD,Anderson CDP,4.6
SD,Andover town,50
SD,Antelope CDP,40.9
SD,Arlington city,11.4
SD,Armour city,10
SD,Artas town,0
SD,Artesian town,10.1
SD,Ashland Heights CDP,10.3
SD,Ashton city,9.2
SD,Astoria town,13.5
SD,Aurora town,7.9
SD,Aurora Center CDP,0
SD,Avon city,5.1
SD,Badger town,8.8
SD,Baltic city,12.3
SD,Bancroft town,0
SD,Batesland town,55.1
SD,Bath CDP,0
SD,Bath Corner CDP,0
SD,Belle Fourche city,11.4
SD,Belvidere town,22.1
SD,Beresford city,3.7
SD,Big Stone City city,14.7
SD,Bijou Hills CDP,-
SD,Bison town,9.6
SD,Blackhawk CDP,11.1
SD,Blucksberg Mountain CDP,0
SD,Blunt city,18.2
SD,Bonesteel city,12
SD,Bowdle city,5.5
SD,Box Elder city,11.5
SD,Bradley town,5.1
SD,Brandon city,6.8
SD,Brandt town,11.8
SD,Brant Lake CDP,5.6
SD,Brentford town,3.8
SD,Bridgewater city,15.2
SD,Bristol city,11.5
SD,Britton city,5.2
SD,Broadland town,0
SD,Brookings city,19.5
SD,Bruce city,0
SD,Bryant city,9.7
SD,Buffalo town,7.2
SD,Buffalo Gap town,39.8
SD,Bullhead CDP,76.5
SD,Burke city,19.5
SD,Bushnell town,18
SD,Butler town,0
SD,Camp Crook town,38.8
SD,Canistota city,12.6
SD,Canova town,8
SD,Canton city,7.8
SD,Caputa CDP,-
SD,Carthage city,14.5
SD,Castlewood city,8.7
SD,Cavour town,9.4
SD,Centerville city,11.6
SD,Central City city,16.5
SD,Chamberlain city,11.4
SD,Chancellor town,8.3
SD,Chelsea town,0
SD,Chester CDP,1.8
SD,Claire City town,5
SD,Claremont town,5.8
SD,Clark city,11
SD,Clear Lake city,5.1
SD,Colman city,12.9
SD,Colome city,10.3
SD,Colonial Pine Hills CDP,6.7
SD,Colton city,13.9
SD,Columbia city,5.3
SD,Conde city,6
SD,Corn Creek CDP,55.6
SD,Corona town,8.8
SD,Corsica city,7.7
SD,Cottonwood town,0
SD,Cow Creek CDP,0
SD,Cresbard town,27
SD,Crocker CDP,-
SD,Crooks city,2.9
SD,Custer city,14
SD,Dakota Dunes CDP,5.3
SD,Dallas town,14.3
SD,Dante town,2
SD,Davis town,12.2
SD,Deadwood city,9.9
SD,Dell Rapids city,11.8
SD,Delmont city,10.2
SD,De Smet city,12.9
SD,Dimock town,18
SD,Doland city,0
SD,Dolton town,10.3
SD,Draper town,4.2
SD,Dupree city,28.4
SD,Eagle Butte city,51.5
SD,Eden town,15.1
SD,Edgemont city,31.8
SD,Egan city,34
SD,Elk Point city,9.1
SD,Elkton city,16.8
SD,Emery city,14.7
SD,Erwin town,53.7
SD,Estelline city,15.8
SD,Ethan town,6.3
SD,Eureka city,16.3
SD,Fairburn town,0
SD,Fairfax town,3.6
SD,Fairview town,17.3
SD,Faith city,17.8
SD,Farmer town,0
SD,Faulkton city,6.5
SD,Fedora CDP,0
SD,Ferney CDP,0
SD,Flandreau city,18.5
SD,Florence town,6.4
SD,Forestburg CDP,11.7
SD,Fort Pierre city,8.9
SD,Fort Thompson CDP,43.2
SD,Frankfort city,8.7
SD,Frederick town,17.3
SD,Freeman city,10.1
SD,Fruitdale town,4.8
SD,Fulton town,2.6
SD,Gann Valley CDP,16.7
SD,Garden City town,0
SD,Garretson city,5.2
SD,Gary city,11.2
SD,Gayville town,5.9
SD,Geddes city,9.3
SD,Gettysburg city,9.3
SD,Glenham town,13.2
SD,Goodwill CDP,35.3
SD,Goodwin town,13.3
SD,Green Grass CDP,0
SD,Green Valley CDP,2.8
SD,Gregory city,25.1
SD,Grenville town,27.8
SD,Groton city,1.8
SD,Hamill CDP,-
SD,Harrisburg city,10.1
SD,Harrison CDP,0
SD,Harrold town,1
SD,Hartford city,3.2
SD,Hayti town,2.4
SD,Hazel town,9.9
SD,Hecla city,12.8
SD,Henry town,11.4
SD,Hermosa town,14.8
SD,Herreid city,13.7
SD,Herrick town,39.5
SD,Hetland town,25.8
SD,Highmore city,7.9
SD,Hill City city,17.5
SD,Hillsview town,-
SD,Hitchcock town,8.4
SD,Hosmer city,27.1
SD,Hot Springs city,19
SD,Hoven town,16.9
SD,Howard city,7.7
SD,Hudson town,3.6
SD,Humboldt town,0.9
SD,Hurley city,13.9
SD,Huron city,24.3
SD,Interior town,0
SD,Ipswich city,6
SD,Irene city,14.7
SD,Iroquois city,7.4
SD,Isabel town,18.2
SD,Java town,16.1
SD,Jefferson city,4
SD,Johnson Siding CDP,0
SD,Kadoka city,17.8
SD,Kaylor CDP,0
SD,Kennebec town,12.3
SD,Keystone town,22.3
SD,Kidder CDP,-
SD,Kimball city,9.9
SD,Kranzburg town,4.5
SD,Kyle CDP,57.5
SD,La Bolt town,23
SD,Lake Andes city,36.1
SD,Lake City town,12.5
SD,Lake Madison CDP,18
SD,Lake Norden city,9.2
SD,Lake Poinsett CDP,0.7
SD,Lake Preston city,9
SD,Lane town,43.3
SD,Langford town,13.9
SD,La Plant CDP,58
SD,Lead city,10.3
SD,Lebanon town,0
SD,Lemmon city,20.6
SD,Lennox city,9.9
SD,Leola city,26.8
SD,Lesterville town,4.9
SD,Letcher town,10.2
SD,Lily town,0
SD,Little Eagle CDP,71.6
SD,Long Hollow CDP,39.3
SD,Long Lake town,0
SD,Loomis CDP,0
SD,Lower Brule CDP,55
SD,Lowry town,42.9
SD,McIntosh city,15.6
SD,McLaughlin city,29.1
SD,Madison city,21.9
SD,Manderson-White Horse Creek CDP,76.2
SD,Mansfield CDP,30.6
SD,Marion city,17.1
SD,Martin city,16.7
SD,Marty CDP,45
SD,Marvin town,0
SD,Meadow View Addition CDP,7.3
SD,Mellette city,11.5
SD,Menno city,16.1
SD,Midland town,14.5
SD,Milbank city,9.1
SD,Miller city,9.3
SD,Milltown CDP,0
SD,Mission city,50.8
SD,Mission Hill town,16.6
SD,Mitchell city,13.9
SD,Mobridge city,12.7
SD,Monroe town,28.6
SD,Montrose city,7.5
SD,Morningside CDP,9.7
SD,Morristown town,17.8
SD,Mound City town,9.9
SD,Mount Vernon city,16.6
SD,Murdo city,13
SD,Naples town,3.6
SD,New Effington town,18.8
SD,Newell city,21.8
SD,New Holland CDP,71.1
SD,New Underwood city,13.5
SD,New Witten town,5.3
SD,Nisland town,19.7
SD,Norris CDP,84.8
SD,North Eagle Butte CDP,35.2
SD,North Sioux City city,6.5
SD,North Spearfish CDP,9.8
SD,Northville town,0
SD,Nunda town,15.6
SD,Oacoma town,10.3
SD,Oelrichs town,10.2
SD,Oglala CDP,63.1
SD,Okaton CDP,0
SD,Okreek CDP,42.9
SD,Ola CDP,-
SD,Oldham city,5.6
SD,Olivet town,1.9
SD,Onaka town,33.3
SD,Onida city,4.7
SD,Orient town,9.5
SD,Ortley town,25
SD,Parker city,4.2
SD,Parkston city,9.1
SD,Parmelee CDP,42.6
SD,Peever town,27.9
SD,Philip city,9.7
SD,Pickstown town,14.1
SD,Piedmont city,4.5
SD,Pierpont town,5.6
SD,Pierre city,11.6
SD,Pine Lakes Addition CDP,0
SD,Pine Ridge CDP,47.4
SD,Plankinton city,7.2
SD,Platte city,6.1
SD,Pollock town,9.7
SD,Porcupine CDP,60.2
SD,Prairie City CDP,0
SD,Presho city,2.3
SD,Pringle town,6.1
SD,Pukwana town,14.5
SD,Quinn town,2.2
SD,Ramona town,8.3
SD,Rapid City city,15.2
SD,Rapid Valley CDP,4.3
SD,Ravinia town,69.3
SD,Raymond town,25.5
SD,Redfield city,15.6
SD,Ree Heights town,9.4
SD,Reliance town,8.1
SD,Renner Corner CDP,6.7
SD,Revillo town,19
SD,Richland CDP,34.8
SD,Rockham town,0
SD,Roscoe city,22.4
SD,Rosebud CDP,43.7
SD,Rosholt town,14
SD,Roslyn town,12.4
SD,Roswell CDP,42.9
SD,Running Water CDP,0
SD,St. Charles CDP,0
SD,St. Francis town,61.5
SD,St. Lawrence town,4.7
SD,St. Onge CDP,0
SD,Salem city,9.4
SD,Scotland city,10.6
SD,Selby city,10.4
SD,Seneca town,0
SD,Sherman town,1.3
SD,Shindler CDP,5.1
SD,Sinai town,23.8
SD,Sioux Falls city,12.1
SD,Sisseton city,28.9
SD,Soldier Creek CDP,89.6
SD,South Shore town,6.7
SD,Spearfish city,15.9
SD,Spencer city,27.4
SD,Spring Creek CDP,57.5
SD,Springfield city,16.5
SD,Stickney town,12.8
SD,Stockholm town,48.2
SD,Storla CDP,0
SD,Strandburg town,11.1
SD,Stratford town,20.8
SD,Sturgis city,15.8
SD,Summerset city,9
SD,Summit town,27.2
SD,Tabor town,9.3
SD,Tea city,3.6
SD,Timber Lake city,17.7
SD,Tolstoy town,0
SD,Toronto town,22
SD,Trent town,15.5
SD,Tripp city,24.4
SD,Tulare town,8.9
SD,Turton town,11.6
SD,Twin Brooks town,0
SD,Two Strike CDP,57.5
SD,Tyndall city,14.1
SD,Utica town,16.3
SD,Vale CDP,12.5
SD,Valley Springs city,3.4
SD,Veblen city,31
SD,Verdon town,0
SD,Vermillion city,35.7
SD,Viborg city,17.6
SD,Vienna town,42.2
SD,Vilas town,0
SD,Virgil town,0
SD,Vivian CDP,0
SD,Volga city,6.6
SD,Volin town,10.9
SD,Wagner city,23.5
SD,Wakonda town,13.5
SD,Wall town,8.6
SD,Wallace town,1.9
SD,Wanblee CDP,46.6
SD,Ward town,2
SD,Warner town,3.2
SD,Wasta town,1
SD,Watertown city,11.1
SD,Waubay city,36.3
SD,Waverly CDP,0
SD,Webster city,26.9
SD,Wentworth village,13.4
SD,Wessington city,18.1
SD,Wessington Springs city,9.6
SD,Westport town,2.5
SD,Wetonka town,0
SD,White city,10.4
SD,Whitehorse CDP,52.5
SD,White Horse CDP,61.4
SD,White Lake city,12.6
SD,White River city,34.9
SD,White Rock town,50
SD,Whitewood city,22.4
SD,Willow Lake city,26.9
SD,Wilmot city,9.9
SD,Winfred CDP,0
SD,Winner city,28.6
SD,Wolsey town,7.8
SD,Wood town,21.7
SD,Woonsocket city,7.8
SD,Worthing city,0.9
SD,Wounded Knee CDP,88
SD,Yale town,21.4
SD,Yankton city,16.9
TN,Adams city,20.8
TN,Adamsville town,24.3
TN,Alamo town,21.9
TN,Alcoa city,24.8
TN,Alexandria town,14.5
TN,Algood city,17.1
TN,Allardt city,23.2
TN,Altamont town,31.3
TN,Andersonville CDP,0
TN,Apison CDP,14.3
TN,Ardmore city,23.9
TN,Arlington town,3.4
TN,Ashland City town,19.1
TN,Athens city,29.2
TN,Atoka town,6.3
TN,Atwood town,19.9
TN,Auburntown town,17.7
TN,Baileyton town,30.9
TN,Baneberry city,7.7
TN,Banner Hill CDP,8.8
TN,Bartlett city,5.7
TN,Baxter town,32.6
TN,Bean Station city,23.8
TN,Beersheba Springs town,30.7
TN,Bell Buckle town,9
TN,Belle Meade city,3.7
TN,Bells city,17.3
TN,Benton town,19
TN,Berry Hill city,10.5
TN,Bethel Springs town,19.9
TN,Bethpage CDP,2.6
TN,Big Sandy town,37.9
TN,Blaine city,10.8
TN,Bloomingdale CDP,25.7
TN,Blountville CDP,18.4
TN,Bluff City city,25
TN,Bolivar city,35
TN,Bon Aqua Junction CDP,19.7
TN,Bowman CDP,0
TN,Braden town,0.8
TN,Bradford town,20.6
TN,Bransford CDP,0
TN,Brentwood city,2.6
TN,Brighton town,12.2
TN,Bristol city,16.3
TN,Brownsville city,26.8
TN,Bruceton town,24.7
TN,Bulls Gap town,15.3
TN,Burlison town,8.8
TN,Burns town,18.5
TN,Byrdstown town,35.8
TN,Calhoun town,13.7
TN,Camden city,34.1
TN,Carthage town,24.3
TN,Caryville town,21.8
TN,Castalian Springs CDP,0.2
TN,Cedar Hill city,24.9
TN,Celina city,34.6
TN,Centertown town,6.4
TN,Centerville town,18.9
TN,Central CDP,27.6
TN,Chapel Hill town,6.6
TN,Charleston city,24.6
TN,Charlotte town,24.2
TN,Chattanooga city,22.6
TN,Chesterfield CDP,22.7
TN,Christiana CDP,6.5
TN,Church Hill city,14.2
TN,Clarkrange CDP,10
TN,Clarksburg town,7.8
TN,Clarksville city,17.4
TN,Cleveland city,25
TN,Clifton city,26.8
TN,Clinton city,13.4
TN,Coalfield CDP,13.8
TN,Coalmont city,28
TN,Collegedale city,7.6
TN,Collierville town,4
TN,Collinwood city,18.6
TN,Colonial Heights CDP,7.9
TN,Columbia city,23.2
TN,Cookeville city,33.7
TN,Coopertown town,4.6
TN,Copperhill city,54.9
TN,Cornersville town,14.5
TN,Cottage Grove town,28.1
TN,Cottontown CDP,7.3
TN,Covington city,29.2
TN,Cowan city,27.2
TN,Crab Orchard city,19.8
TN,Cross Plains city,8.6
TN,Crossville city,29.1
TN,Crump city,25.8
TN,Cumberland City town,43.6
TN,Cumberland Gap town,47.2
TN,Dandridge town,14
TN,Darden CDP,26.4
TN,Dayton city,35.1
TN,Decatur town,21.9
TN,Decaturville town,26.2
TN,Decherd city,25.8
TN,Dickson city,19.4
TN,Dodson Branch CDP,16.3
TN,Dover city,31.2
TN,Dowelltown town,17.6
TN,Doyle town,21
TN,Dresden town,21
TN,Ducktown city,23.8
TN,Dunlap city,16
TN,Dyer city,21.6
TN,Dyersburg city,23.5
TN,Eagleton Village CDP,18.3
TN,Eagleville city,9.8
TN,East Cleveland CDP,39.8
TN,East Ridge city,13.3
TN,Eastview town,24
TN,Elgin CDP,12.6
TN,Elizabethton city,23.7
TN,Elkton city,10
TN,Englewood town,22.4
TN,Enville town,15
TN,Erin city,35.9
TN,Erwin town,32
TN,Estill Springs town,11
TN,Ethridge town,34.9
TN,Etowah city,27.9
TN,Eva CDP,3.1
TN,Fairfield CDP,2.6
TN,Fairfield Glade CDP,4.6
TN,Fairgarden CDP,9.8
TN,Fairmount CDP,3.8
TN,Fairview city,6.6
TN,Fall Branch CDP,10.9
TN,Falling Water CDP,4.3
TN,Farragut town,4.5
TN,Fayetteville city,32.2
TN,Fincastle CDP,13.7
TN,Finger city,16.2
TN,Flat Top Mountain CDP,5.4
TN,Flintville CDP,20.4
TN,Forest Hills city,3.8
TN,Franklin city,6.9
TN,Friendship city,27.6
TN,Friendsville city,15.6
TN,Gadsden town,22.7
TN,Gainesboro town,41.1
TN,Gallatin city,12.8
TN,Gallaway city,50.5
TN,Garland town,5.5
TN,Gates town,36.1
TN,Gatlinburg city,13.7
TN,Germantown city,4.6
TN,Gibson town,6.2
TN,Gilt Edge city,15.8
TN,Gleason town,30.3
TN,Goodlettsville city,11.9
TN,Gordonsville town,19
TN,Graball CDP,0
TN,Grand Junction city,25
TN,Gray CDP,9.4
TN,Graysville town,42.4
TN,Greenback city,12
TN,Greenbrier town,8.3
TN,Greeneville town,23.6
TN,Greenfield city,18.6
TN,Green Hill CDP,3.6
TN,Grimsley CDP,28.8
TN,Gruetli-Laager city,29.8
TN,Guys town,27.9
TN,Halls town,32.7
TN,Harriman city,33.4
TN,Harrison CDP,5.9
TN,Harrogate city,9.3
TN,Hartsville/Trousdale County,17.3
TN,Helenwood CDP,7.3
TN,Henderson city,33.3
TN,Hendersonville city,6.6
TN,Henning town,33.6
TN,Henry town,29.2
TN,Hickory Valley town,68.7
TN,Hillsboro CDP,12.1
TN,Hohenwald city,29.5
TN,Hollow Rock town,27.6
TN,Hopewell CDP,4.5
TN,Hornbeak town,13.5
TN,Hornsby town,24.3
TN,Humboldt city,22.9
TN,Hunter CDP,32.2
TN,Huntingdon town,29.9
TN,Huntland town,10.8
TN,Huntsville town,28.5
TN,Iron City CDP,42.8
TN,Jacksboro town,10.7
TN,Jackson city,24
TN,Jamestown city,50.5
TN,Jasper town,5.3
TN,Jefferson City city,23.3
TN,Jellico city,29.6
TN,Johnson City city,23.1
TN,Jonesborough town,13.1
TN,Kenton town,18.2
TN,Kimball town,12.7
TN,Kingsport city,20.1
TN,Kingston city,11.4
TN,Kingston Springs town,12.5
TN,Knoxville city,25.7
TN,Lafayette city,18
TN,La Follette city,31.9
TN,La Grange town,9.1
TN,Lake City city,33.4
TN,Lakeland city,4.4
TN,Lakesite city,8.3
TN,Lake Tansi CDP,15.2
TN,Lakewood Park CDP,38.1
TN,La Vergne city,10.4
TN,Lawrenceburg city,20.1
TN,Lebanon city,16.3
TN,Lenoir City city,27.8
TN,Lewisburg city,22
TN,Lexington city,20.8
TN,Liberty town,25.1
TN,Linden town,36.6
TN,Livingston town,30.2
TN,Lobelville city,23.7
TN,Lone Oak CDP,14.1
TN,Lookout Mountain town,3.5
TN,Loretto city,12.8
TN,Loudon town,27.7
TN,Louisville city,13.5
TN,Luttrell town,30
TN,Lyles CDP,20.7
TN,"Lynchburg, Moore County metropolitan government",10.8
TN,Lynnville town,13.5
TN,McEwen city,18.1
TN,McKenzie city,29.3
TN,McLemoresville town,26.8
TN,McMinnville city,29.4
TN,Madisonville city,40.6
TN,Manchester city,21.9
TN,Martin city,30.8
TN,Maryville city,13
TN,Mascot CDP,18.6
TN,Mason town,27.5
TN,Maury City town,37.1
TN,Maynardville city,29.6
TN,Medina city,7.5
TN,Medon city,6.8
TN,Memphis city,27.6
TN,Michie town,27.6
TN,Middleton city,18.5
TN,Middle Valley CDP,6.4
TN,Midtown CDP,24.9
TN,Milan city,25.8
TN,Milledgeville town,22.1
TN,Millersville city,6.8
TN,Millington city,19.5
TN,Minor Hill city,14.4
TN,Mitchellville city,13.7
TN,Monteagle town,27
TN,Monterey town,33.4
TN,Mooresburg CDP,6.9
TN,Morrison town,40.3
TN,Morristown city,28.9
TN,Moscow city,30.2
TN,Mosheim town,18.6
TN,Mountain City town,29.9
TN,Mount Carmel town,13.1
TN,Mount Juliet city,8.4
TN,Mount Pleasant city,25.7
TN,Mowbray Mountain CDP,21.9
TN,Munford city,9.2
TN,Murfreesboro city,16.2
TN,Nashville-Davidson metropolitan government,18.2
TN,Nashville-Davidson metropolitan government (balance),18.6
TN,Newbern town,19.1
TN,New Deal CDP,13.6
TN,New Hope city,28.6
TN,New Johnsonville city,12.5
TN,New Market town,19.4
TN,Newport city,40.7
TN,New Tazewell town,41.2
TN,New Union CDP,1.9
TN,Niota city,20
TN,Nolensville town,4.8
TN,Normandy town,6.3
TN,Norris city,6.9
TN,Oakdale town,19.4
TN,Oak Grove CDP (Sumner County),0
TN,Oak Grove CDP (Washington County),22.1
TN,Oak Hill city,0.6
TN,Oakland town,6.4
TN,Oak Ridge city,16.9
TN,Obion town,20.3
TN,Oliver Springs town,35.1
TN,Olivet CDP,1.9
TN,Oneida town,29.9
TN,Ooltewah CDP,26.6
TN,Orlinda city,13.8
TN,Orme town,8.8
TN,Palmer town,35.8
TN,Paris city,26.2
TN,Park City CDP,12.5
TN,Parker's Crossroads city,11.9
TN,Parrottsville town,24.7
TN,Parsons city,28.4
TN,Pegram town,14
TN,Pelham CDP,7.5
TN,Petersburg town,21.2
TN,Petros CDP,22.6
TN,Philadelphia city,33.4
TN,Pigeon Forge city,15.9
TN,Pikeville city,34.3
TN,Pine Crest CDP,28
TN,Piperton city,6.7
TN,Pittman Center town,9.2
TN,Plainview city,22.5
TN,Pleasant Hill town,24
TN,Pleasant View city,10.1
TN,Portland city,14.8
TN,Powells Crossroads town,6.4
TN,Pulaski city,26.7
TN,Puryear city,16.6
TN,Ramer city,14
TN,Red Bank city,23.2
TN,Red Boiling Springs city,46.1
TN,Riceville CDP,4.2
TN,Ridgely town,31.5
TN,Ridgeside city,4.1
TN,Ridgetop city,2.4
TN,Ripley city,39.2
TN,Rives town,13.8
TN,Roan Mountain CDP,31
TN,Robbins CDP,30.6
TN,Rockford city,2.7
TN,Rockvale CDP,0
TN,Rockwood city,30.7
TN,Rogersville town,26.6
TN,Rossville town,8.2
TN,Rural Hill CDP,3.2
TN,Rutherford town,24.4
TN,Rutledge town,32.1
TN,St. Joseph city,14.7
TN,Sale Creek CDP,15.3
TN,Saltillo town,16.4
TN,Samburg town,19.4
TN,Sardis town,20.9
TN,Saulsbury town,62.3
TN,Savannah city,30.7
TN,Scotts Hill town,32.4
TN,Selmer town,22.4
TN,Sevierville city,25.3
TN,Sewanee CDP,11.8
TN,Seymour CDP,7.5
TN,Shackle Island CDP,1.8
TN,Sharon town,17.6
TN,Shelbyville city,26.9
TN,Signal Mountain town,1.2
TN,Silerton town,8.3
TN,Slayden town,23
TN,Smithville city,36.1
TN,Smyrna town,13.8
TN,Sneedville town,58.5
TN,Soddy-Daisy city,10.7
TN,Somerville town,33.3
TN,South Carthage town,17.1
TN,South Cleveland CDP,15.4
TN,South Fulton city,26.7
TN,South Pittsburg city,30
TN,Sparta city,24.3
TN,Spencer town,22.5
TN,Spring City town,31.7
TN,Springfield city,19.5
TN,Spring Hill city,3.6
TN,Spurgeon CDP,20.3
TN,Stanton town,42.2
TN,Stantonville town,27.8
TN,Summertown CDP,14.1
TN,Sunbright city,25.2
TN,Surgoinsville town,10.9
